fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,group_id,step,stored_timestamp
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,192.168.1.26,ICMP,56.0,48,"[{'rtt': 39.854079}, {'rtt': 39.679756}, {'rtt': 39.472324}]",0,3,3,39.472324,39.854079,39.6687196667,53759719,17131,2023-05-15 18:49:24,Ping,82.142.2.175,ping,53759719,,1684176565
5080,2.6.2,43,45.91.124.33,4,45.91.124.33,192.168.87.78,ICMP,55.0,48,"[{'rtt': 37.328062}, {'rtt': 38.051308}, {'rtt': 37.272857}]",0,3,3,37.272857,38.051308,37.5507423333,53759719,17132,2023-05-15 18:49:24,Ping,62.8.4.79,ping,53759719,,1684176568
5080,2.6.2,37,45.91.124.33,4,45.91.124.33,192.168.10.12,ICMP,56.0,48,"[{'rtt': 26.00551}, {'rtt': 25.7769}, {'rtt': 25.87035}]",0,3,3,25.7769,26.00551,25.8842533333,53759719,17138,2023-05-15 18:49:24,Ping,82.65.91.119,ping,53759719,,1684176565
5080,2.6.2,41,45.91.124.33,4,45.91.124.33,192.168.1.2,ICMP,54.0,48,"[{'rtt': 14.334134}, {'rtt': 14.304668}, {'rtt': 14.345774}]",0,3,3,14.304668,14.345774,14.328192,53759719,17145,2023-05-15 18:49:24,Ping,90.105.179.34,ping,53759719,,1684176564
5080,2.6.2,42,45.91.124.33,4,45.91.124.33,192.168.1.196,ICMP,57.0,48,"[{'rtt': 30.878469}, {'rtt': 30.864224}, {'rtt': 30.694207}]",0,3,3,30.694207,30.878469,30.8123,53759719,17149,2023-05-15 18:49:24,Ping,88.174.137.202,ping,53759719,,1684176565
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,192.168.1.109,ICMP,57.0,48,"[{'rtt': 26.887836}, {'rtt': 26.422419}, {'rtt': 26.175004}]",0,3,3,26.175004,26.887836,26.4950863333,53759719,17151,2023-05-15 18:49:23,Ping,82.66.197.102,ping,53759719,,1684176564
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,192.168.100.63,ICMP,57.0,48,"[{'rtt': 29.476973}, {'rtt': 29.539918}, {'rtt': 29.437474}]",0,3,3,29.437474,29.539918,29.4847883333,53759719,17154,2023-05-15 18:49:22,Ping,82.64.180.164,ping,53759719,,1684176566
5080,2.6.2,31,45.91.124.33,4,45.91.124.33,192.168.100.99,ICMP,50.0,48,"[{'rtt': 47.058802}, {'rtt': 46.281919}, {'rtt': 46.178898}]",0,3,3,46.178898,47.058802,46.5065396667,53759719,17171,2023-05-15 18:49:44,Ping,196.75.218.116,ping,53759719,,1684176584
5080,2.6.2,82,45.91.124.33,4,45.91.124.33,10.10.80.2,ICMP,53.0,48,"[{'rtt': 60.673689}, {'rtt': 60.736748}, {'rtt': 61.465209}]",0,3,3,60.673689,61.465209,60.9585486667,53759719,17195,2023-05-15 18:49:23,Ping,85.73.114.215,ping,53759719,,1684176564
5080,2.6.2,84,45.91.124.33,4,45.91.124.33,192.168.1.12,ICMP,53.0,48,"[{'rtt': 21.56206}, {'rtt': 21.683376}, {'rtt': 21.458305}]",0,3,3,21.458305,21.683376,21.5679136667,53759719,17196,2023-05-15 18:49:25,Ping,2.10.82.191,ping,53759719,,1684176567
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,10.0.90.40,ICMP,55.0,48,"[{'rtt': 13.026391}, {'rtt': 10.754644}, {'rtt': 12.991601}]",0,3,3,10.754644,13.026391,12.2575453333,53759719,17208,2023-05-15 18:49:22,Ping,185.219.206.83,ping,53759719,,1684176564
5080,2.6.2,68,45.91.124.33,4,45.91.124.33,192.168.0.81,ICMP,54.0,48,"[{'rtt': 17.200057}, {'rtt': 17.319026}, {'rtt': 17.510697}]",0,3,3,17.200057,17.510697,17.34326,53759719,17212,2023-05-15 18:49:25,Ping,90.89.66.31,ping,53759719,,1684176565
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,192.168.30.37,ICMP,57.0,48,"[{'rtt': 18.99887}, {'rtt': 18.609765}, {'rtt': 18.4414}]",0,3,3,18.4414,18.99887,18.683345,53759719,17214,2023-05-15 18:49:22,Ping,82.64.176.181,ping,53759719,,1684176564
5080,2.6.2,1,45.91.124.33,4,45.91.124.33,192.168.254.49,ICMP,53.0,48,"[{'rtt': 28.938318}, {'rtt': 28.684685}, {'rtt': 28.667941}]",0,3,3,28.667941,28.938318,28.763648,53759719,17221,2023-05-15 18:49:23,Ping,78.193.80.98,ping,53759719,,1684176564
5080,2.6.2,37,45.91.124.33,4,45.91.124.33,192.168.1.40,ICMP,57.0,48,"[{'rtt': 24.519524}, {'rtt': 24.394141}, {'rtt': 24.581222}]",0,3,3,24.394141,24.581222,24.4982956667,53759719,17228,2023-05-15 18:49:24,Ping,88.169.20.54,ping,53759719,,1684176564
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,10.21.228.53,ICMP,56.0,48,"[{'rtt': 36.27808}, {'rtt': 36.478742}, {'rtt': 36.156948}]",0,3,3,36.156948,36.478742,36.30459,53759719,17230,2023-05-15 18:49:24,Ping,82.64.152.143,ping,53759719,,1684176565
5080,2.6.2,30,45.91.124.33,4,45.91.124.33,192.168.1.10,ICMP,53.0,48,"[{'rtt': 23.599062}, {'rtt': 23.439956}, {'rtt': 23.797491}]",0,3,3,23.439956,23.797491,23.6121696667,53759719,17242,2023-05-15 18:49:25,Ping,90.89.103.51,ping,53759719,,1684176566
5080,2.6.2,28,45.91.124.33,4,45.91.124.33,192.168.1.231,ICMP,52.0,48,"[{'rtt': 19.564994}, {'rtt': 19.62629}, {'rtt': 19.536214}]",0,3,3,19.536214,19.62629,19.5758326667,53759719,17246,2023-05-15 18:49:23,Ping,109.202.200.69,ping,53759719,,1684176564
5080,2.6.2,16,45.91.124.33,4,45.91.124.33,192.168.1.10,ICMP,53.0,48,"[{'rtt': 13.806432}, {'rtt': 13.658551}, {'rtt': 13.618806}]",0,3,3,13.618806,13.806432,13.6945963333,53759719,17262,2023-05-15 18:49:24,Ping,86.241.25.129,ping,53759719,,1684176564
5080,2.6.2,89,45.91.124.33,4,45.91.124.33,185.20.113.94,ICMP,54.0,48,"[{'rtt': 47.441475}, {'rtt': 49.713838}, {'rtt': 51.548208}]",0,3,3,47.441475,51.548208,49.5678403333,53759719,17271,2023-05-15 18:49:24,Ping,185.20.113.94,ping,53759719,,1684176565
5080,2.6.2,85,45.91.124.33,4,45.91.124.33,192.168.255.1,ICMP,53.0,48,"[{'rtt': 8.163534}, {'rtt': 7.61645}, {'rtt': 7.583378}]",0,3,3,7.583378,8.163534,7.7877873333,53759719,17276,2023-05-15 18:49:23,Ping,86.242.249.30,ping,53759719,,1684176564
5080,2.6.2,84,45.91.124.33,4,45.91.124.33,192.168.0.100,ICMP,46.0,48,"[{'rtt': 54.493158}, {'rtt': 54.208703}, {'rtt': 54.473423}]",0,3,3,54.208703,54.493158,54.3917613333,53759719,17285,2023-05-15 18:49:25,Ping,146.120.65.156,ping,53759719,,1684176565
5080,2.6.2,69,45.91.124.33,4,45.91.124.33,84.234.52.36,ICMP,54.0,48,"[{'rtt': 52.653596}, {'rtt': 52.553385}, {'rtt': 52.448173}]",0,3,3,52.448173,52.653596,52.551718,53759719,17286,2023-05-15 18:49:23,Ping,84.234.52.36,ping,53759719,,1684176564
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,10.151.0.248,ICMP,53.0,48,"[{'rtt': 103.880487}, {'rtt': 99.093183}, {'rtt': 99.053319}]",0,3,3,99.053319,103.880487,100.675663,53759719,17293,2023-05-15 18:49:24,Ping,205.233.56.220,ping,53759719,,1684176565
5080,2.6.2,66,45.91.124.33,4,45.91.124.33,192.168.178.235,ICMP,52.0,48,"[{'rtt': 32.407319}, {'rtt': 36.299167}, {'rtt': 32.128671}]",0,3,3,32.128671,36.299167,33.611719,53759719,17297,2023-05-15 18:49:23,Ping,83.80.251.30,ping,53759719,,1684176564
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,192.168.2.222,ICMP,51.0,48,"[{'rtt': 23.296252}, {'rtt': 22.226927}, {'rtt': 22.310716}]",0,3,3,22.226927,23.296252,22.6112983333,53759719,17300,2023-05-15 18:49:24,Ping,176.165.91.0,ping,53759719,,1684176565
5080,2.6.2,55,45.91.124.33,4,45.91.124.33,10.21.222.238,ICMP,49.0,48,"[{'rtt': 114.695996}, {'rtt': 103.078617}, {'rtt': 102.519936}]",0,3,3,102.519936,114.695996,106.7648496667,53759719,17304,2023-05-15 18:49:23,Ping,70.81.124.205,ping,53759719,,1684176565
5080,2.6.2,111,45.91.124.33,4,45.91.124.33,192.168.1.3,ICMP,54.0,48,"[{'rtt': 60.141008}, {'rtt': 58.819953}, {'rtt': 58.896748}]",0,3,3,58.819953,60.141008,59.285903,53759719,17350,2023-05-15 18:49:24,Ping,178.175.104.119,ping,53759719,,1684176565
5080,2.6.2,73,45.91.124.33,4,45.91.124.33,192.168.1.50,ICMP,54.0,48,"[{'rtt': 22.741165}, {'rtt': 22.88008}, {'rtt': 22.5059}]",0,3,3,22.5059,22.88008,22.7090483333,53759719,17372,2023-05-15 18:49:26,Ping,85.218.69.228,ping,53759719,,1684176565
5080,2.6.2,70,45.91.124.33,4,45.91.124.33,192.168.1.24,ICMP,54.0,48,"[{'rtt': 28.104204}, {'rtt': 27.811087}, {'rtt': 27.643003}]",0,3,3,27.643003,28.104204,27.8527646667,53759719,17394,2023-05-15 18:49:25,Ping,91.179.179.230,ping,53759719,,1684176566
5080,2.6.2,30,45.91.124.33,4,45.91.124.33,192.168.0.13,ICMP,57.0,48,"[{'rtt': 27.816136}, {'rtt': 27.184763}, {'rtt': 27.389355}]",0,3,3,27.184763,27.816136,27.463418,53759719,17397,2023-05-15 18:49:44,Ping,91.163.88.115,ping,53759719,,1684176585
5080,2.6.2,1,45.91.124.33,4,45.91.124.33,192.168.147.146,ICMP,55.0,48,"[{'rtt': 96.630381}, {'rtt': 96.5076}, {'rtt': 96.856222}]",0,3,3,96.5076,96.856222,96.6647343333,53759719,17403,2023-05-15 18:49:24,Ping,100.17.1.101,ping,53759719,,1684176565
5080,2.6.2,10,45.91.124.33,4,45.91.124.33,10.5.3.211,ICMP,55.0,48,"[{'rtt': 90.516391}, {'rtt': 88.845058}, {'rtt': 90.270565}]",0,3,3,88.845058,90.516391,89.877338,53759719,17410,2023-05-15 18:49:24,Ping,173.73.115.58,ping,53759719,,1684176564
5080,2.6.2,41,45.91.124.33,4,45.91.124.33,172.28.5.30,ICMP,47.0,48,"[{'rtt': 145.69706}, {'rtt': 145.754336}, {'rtt': 145.579213}]",0,3,3,145.579213,145.754336,145.6768696667,53759719,17414,2023-05-15 18:49:22,Ping,69.209.20.27,ping,53759719,,1684176564
5080,2.6.2,97,45.91.124.33,4,45.91.124.33,192.168.1.200,ICMP,57.0,48,"[{'rtt': 18.776305999999998}, {'rtt': 18.352491}, {'rtt': 18.387632}]",0,3,3,18.352491,18.776305999999998,18.5054763333,53759719,17438,2023-05-15 18:49:23,Ping,82.66.230.205,ping,53759719,,1684176564
5080,2.6.2,10,45.91.124.33,4,45.91.124.33,10.10.107.97,ICMP,55.0,48,"[{'rtt': 38.252555}, {'rtt': 38.137795}, {'rtt': 38.13794}]",0,3,3,38.137795,38.252555,38.1760966667,53759719,17472,2023-05-15 18:49:23,Ping,51.175.6.236,ping,53759719,,1684176564
5080,2.6.2,60,45.91.124.33,4,45.91.124.33,10.3.79.203,ICMP,49.0,48,"[{'rtt': 94.395857}, {'rtt': 94.086728}, {'rtt': 94.090942}]",0,3,3,94.086728,94.395857,94.1911756667,53759719,17490,2023-05-15 18:49:24,Ping,216.212.12.225,ping,53759719,,1684176565
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,192.168.178.37,ICMP,50.0,48,"[{'rtt': 30.608098}, {'rtt': 30.073281}, {'rtt': 30.580562}]",0,3,3,30.073281,30.608098,30.420647,53759719,17500,2023-05-15 18:49:25,Ping,51.155.225.134,ping,53759719,,1684176566
5080,2.6.2,44,45.91.124.33,4,45.91.124.33,192.168.1.147,ICMP,49.0,48,"[{'rtt': 32.169826}, {'rtt': 32.902918}, {'rtt': 32.416777}]",0,3,3,32.169826,32.902918,32.496507,53759719,17505,2023-05-15 18:49:24,Ping,89.234.176.42,ping,53759719,,1684176564
5080,2.6.2,32,45.91.124.33,4,45.91.124.33,192.168.111.237,ICMP,51.0,48,"[{'rtt': 32.575719}, {'rtt': 32.265598}, {'rtt': 32.409534}]",0,3,3,32.265598,32.575719,32.4169503333,53759719,17510,2023-05-15 18:49:24,Ping,212.180.138.61,ping,53759719,,1684176564
5080,2.6.2,24,45.91.124.33,4,45.91.124.33,192.168.1.31,ICMP,54.0,48,"[{'rtt': 17.913421}, {'rtt': 18.040652}, {'rtt': 17.935766}]",0,3,3,17.913421,18.040652,17.9632796667,53759719,17525,2023-05-15 18:49:24,Ping,90.93.248.174,ping,53759719,,1684176565
5080,2.6.2,10,45.91.124.33,4,45.91.124.33,185.75.120.85,ICMP,55.0,48,"[{'rtt': 16.069105}, {'rtt': 52.078425}, {'rtt': 15.819839}]",0,3,3,15.819839,52.078425,27.989123,53759719,17529,2023-05-15 18:49:24,Ping,185.75.120.85,ping,53759719,,1684176565
5080,2.6.2,13,45.91.124.33,4,45.91.124.33,62.117.0.72,ICMP,56.0,48,"[{'rtt': 35.576915}, {'rtt': 35.556675}, {'rtt': 35.521025}]",0,3,3,35.521025,35.576915,35.5515383333,53759719,17540,2023-05-15 18:49:24,Ping,62.117.0.72,ping,53759719,,1684176564
5080,2.6.2,92,45.91.124.33,4,45.91.124.33,192.168.178.21,ICMP,59.0,48,"[{'rtt': 38.895936}, {'rtt': 38.527755}, {'rtt': 38.196283}]",0,3,3,38.196283,38.895936,38.5399913333,53759719,17542,2023-05-15 18:49:24,Ping,83.135.160.18,ping,53759719,,1684176564
5080,2.6.2,93,45.91.124.33,4,45.91.124.33,88.222.248.210,ICMP,58.0,48,"[{'rtt': 49.680277}, {'rtt': 48.737599}, {'rtt': 48.497759}]",0,3,3,48.497759,49.680277,48.9718783333,53759719,17546,2023-05-15 18:49:23,Ping,88.222.248.210,ping,53759719,,1684176566
5080,2.6.2,47,45.91.124.33,4,45.91.124.33,195.130.120.39,ICMP,47.0,48,"[{'rtt': 70.616945}, {'rtt': 70.514665}, {'rtt': 70.618745}]",0,3,3,70.514665,70.618745,70.5834516667,53759719,17554,2023-05-15 18:49:24,Ping,195.130.120.39,ping,53759719,,1684176565
5080,2.6.2,69,45.91.124.33,4,45.91.124.33,192.168.63.4,ICMP,53.0,48,"[{'rtt': 9.707696}, {'rtt': 9.090125}, {'rtt': 9.09028}]",0,3,3,9.090125,9.707696,9.2960336667,53759719,17555,2023-05-15 18:49:24,Ping,81.249.203.111,ping,53759719,,1684176565
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,10.0.60.127,ICMP,53.0,48,"[{'rtt': 8.018955}, {'rtt': 7.534191}, {'rtt': 7.975855}]",0,3,3,7.534191,8.018955,7.8430003333,53759719,17566,2023-05-15 18:49:24,Ping,92.151.36.111,ping,53759719,,1684176564
5080,2.6.2,75,45.91.124.33,4,45.91.124.33,192.168.0.4,ICMP,57.0,48,"[{'rtt': 133.32724}, {'rtt': 106.95046}, {'rtt': 138.615111}]",0,3,3,106.95046,138.615111,126.2976036667,53759719,17569,2023-05-15 18:49:25,Ping,82.64.230.187,ping,53759719,,1684176565
5080,2.6.2,61,45.91.124.33,4,45.91.124.33,192.168.8.168,ICMP,49.0,48,"[{'rtt': 51.303472}, {'rtt': 48.732612}, {'rtt': 49.650458}]",0,3,3,48.732612,51.303472,49.895514,53759719,17580,2023-05-15 18:49:24,Ping,185.3.100.169,ping,53759719,,1684176565
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,192.168.1.16,ICMP,53.0,48,"[{'rtt': 154.533346}, {'rtt': 151.834924}, {'rtt': 154.730825}]",0,3,3,151.834924,154.730825,153.6996983333,53759719,17590,2023-05-15 18:49:23,Ping,171.76.85.236,ping,53759719,,1684176564
5080,2.6.2,10,45.91.124.33,4,45.91.124.33,192.168.50.188,ICMP,49.0,48,"[{'rtt': 115.284871}, {'rtt': 117.046977}, {'rtt': 115.230267}]",0,3,3,115.230267,117.046977,115.8540383333,53759719,17596,2023-05-15 18:49:23,Ping,75.134.184.48,ping,53759719,,1684176566
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,178.168.190.34,ICMP,54.0,48,"[{'rtt': 61.094218}, {'rtt': 60.190816}, {'rtt': 60.126652}]",0,3,3,60.126652,61.094218,60.470562,53759719,17607,2023-05-15 18:49:24,Ping,178.168.190.34,ping,53759719,,1684176565
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,10.81.0.146,ICMP,48.0,48,"[{'rtt': 39.688817}, {'rtt': 39.883727}, {'rtt': 39.763322}]",0,3,3,39.688817,39.883727,39.778622,53759719,17609,2023-05-15 18:49:23,Ping,193.10.93.2,ping,53759719,,1684176564
5080,2.6.2,91,45.91.124.33,4,45.91.124.33,192.168.100.39,ICMP,50.0,48,"[{'rtt': 55.787116}, {'rtt': 55.712736}, {'rtt': 55.470525}]",0,3,3,55.470525,55.787116,55.6567923333,53759719,17631,2023-05-15 18:49:23,Ping,90.154.72.143,ping,53759719,,1684176564
5080,2.6.2,88,45.91.124.33,4,45.91.124.33,192.168.2.4,ICMP,45.0,48,"[{'rtt': 123.714854}, {'rtt': 125.066538}, {'rtt': 122.44125}]",0,3,3,122.44125,125.066538,123.7408806667,53759719,17634,2023-05-15 18:49:24,Ping,76.139.53.232,ping,53759719,,1684176565
5080,2.6.2,26,45.91.124.33,4,45.91.124.33,192.168.10.72,ICMP,51.0,48,"[{'rtt': 59.001808}, {'rtt': 90.090935}, {'rtt': 58.602384}]",0,3,3,58.602384,90.090935,69.231709,53759719,17689,2023-05-15 18:49:23,Ping,95.31.16.202,ping,53759719,,1684176565
5080,2.6.2,23,45.91.124.33,4,45.91.124.33,185.44.12.74,ICMP,56.0,48,"[{'rtt': 50.067096}, {'rtt': 50.058586}, {'rtt': 49.910146}]",0,3,3,49.910146,50.067096,50.0119426667,53759719,17703,2023-05-15 18:49:24,Ping,185.44.12.74,ping,53759719,,1684176565
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,192.168.36.30,ICMP,55.0,48,"[{'rtt': 46.011429}, {'rtt': 45.823707}, {'rtt': 45.811756}]",0,3,3,45.811756,46.011429,45.8822973333,53759719,17704,2023-05-15 18:49:24,Ping,92.255.93.110,ping,53759719,,1684176565
5080,2.6.2,6,45.91.124.33,4,45.91.124.33,77.236.32.150,ICMP,50.0,48,"[{'rtt': 59.813508}, {'rtt': 59.318907}, {'rtt': 59.294086}]",0,3,3,59.294086,59.813508,59.4755003333,53759719,17705,2023-05-15 18:49:23,Ping,77.236.32.150,ping,53759719,,1684176564
5080,2.6.2,103,45.91.124.33,4,45.91.124.33,192.168.25.163,ICMP,50.0,48,"[{'rtt': 68.314474}, {'rtt': 68.281188}, {'rtt': 68.231998}]",0,3,3,68.231998,68.314474,68.2758866667,53759719,17708,2023-05-15 18:49:23,Ping,2.92.198.137,ping,53759719,,1684176564
5080,2.6.2,105,45.91.124.33,4,45.91.124.33,192.168.254.12,ICMP,59.0,48,"[{'rtt': 26.27474}, {'rtt': 26.199406}, {'rtt': 26.41795}]",0,3,3,26.199406,26.41795,26.2973653333,53759719,17715,2023-05-15 18:49:22,Ping,77.161.229.117,ping,53759719,,1684176565
5080,2.6.2,52,45.91.124.33,4,45.91.124.33,217.10.140.66,ICMP,54.0,48,"[{'rtt': 90.139805}, {'rtt': 90.209116}, {'rtt': 90.18736}]",0,3,3,90.139805,90.209116,90.1787603333,53759719,17736,2023-05-15 18:49:24,Ping,217.10.140.66,ping,53759719,,1684176565
5080,2.6.2,69,45.91.124.33,4,45.91.124.33,10.10.0.3,ICMP,43.0,48,"[{'rtt': 121.08682}, {'rtt': 153.850621}, {'rtt': 118.983804}]",0,3,3,118.983804,153.850621,131.3070816667,53759719,17739,2023-05-15 18:49:24,Ping,98.200.4.79,ping,53759719,,1684176566
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,192.168.1.225,ICMP,49.0,48,"[{'rtt': 67.792775}, {'rtt': 67.725544}, {'rtt': 67.435075}]",0,3,3,67.435075,67.792775,67.6511313333,53759719,17744,2023-05-15 18:49:24,Ping,109.252.82.78,ping,53759719,,1684176568
5080,2.6.2,10,45.91.124.33,4,45.91.124.33,10.216.1.100,ICMP,47.0,48,"[{'rtt': 25.077634}, {'rtt': 24.789672}, {'rtt': 24.714977}]",0,3,3,24.714977,25.077634,24.860761,53759719,17758,2023-05-15 18:49:24,Ping,131.114.58.42,ping,53759719,,1684176564
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,192.168.10.150,ICMP,48.0,48,"[{'rtt': 113.535982}, {'rtt': 117.607747}, {'rtt': 116.587951}]",0,3,3,113.535982,117.607747,115.91056,53759719,17761,2023-05-15 18:49:25,Ping,73.230.235.230,ping,53759719,,1684176566
5080,2.6.2,39,45.91.124.33,4,45.91.124.33,172.21.0.210,ICMP,49.0,48,"[{'rtt': 72.07225}, {'rtt': 72.432}, {'rtt': 72.405875}]",0,3,3,72.07225,72.432,72.303375,53759719,17768,2023-05-15 18:49:24,Ping,79.139.221.221,ping,53759719,,1684176565
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,192.168.30.132,ICMP,57.0,48,"[{'rtt': 9.55549}, {'rtt': 9.384545}, {'rtt': 9.454079}]",0,3,3,9.384545,9.55549,9.4647046667,53759719,17773,2023-05-15 18:49:24,Ping,85.14.167.234,ping,53759719,,1684176565
5080,2.6.2,34,45.91.124.33,4,45.91.124.33,195.34.73.9,ICMP,57.0,48,"[{'rtt': 25.63832}, {'rtt': 25.63377}, {'rtt': 25.787105}]",0,3,3,25.63377,25.787105,25.6863983333,53759719,17780,2023-05-15 18:49:22,Ping,195.34.73.9,ping,53759719,,1684176564
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,10.32.169.72,ICMP,49.0,48,"[{'rtt': 71.478853}, {'rtt': 71.453572}, {'rtt': 71.538601}]",0,3,3,71.453572,71.538601,71.490342,53759719,17783,2023-05-15 18:49:22,Ping,46.47.4.72,ping,53759719,,1684176564
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,192.168.132.128,ICMP,53.0,48,"[{'rtt': 301.348207}, {'rtt': 310.871838}, {'rtt': 310.012847}]",0,3,3,301.348207,310.871838,307.410964,53759719,17789,2023-05-15 18:49:24,Ping,220.156.12.220,ping,53759719,,1684176565
5080,2.6.2,22,45.91.124.33,4,45.91.124.33,192.168.1.103,ICMP,52.0,48,"[{'rtt': 112.892744}, {'rtt': 116.805811}, {'rtt': 112.443939}]",0,3,3,112.443939,116.805811,114.047498,53759719,17796,2023-05-15 18:49:26,Ping,38.15.80.40,ping,53759719,,1684176567
5080,2.6.2,95,45.91.124.33,4,45.91.124.33,91.105.201.7,ICMP,57.0,48,"[{'rtt': 46.468819}, {'rtt': 46.51329}, {'rtt': 46.487287}]",0,3,3,46.468819,46.51329,46.4897986667,53759719,17816,2023-05-15 18:49:23,Ping,91.105.201.7,ping,53759719,,1684176564
5080,2.6.2,74,45.91.124.33,4,45.91.124.33,10.0.0.187,ICMP,36.0,48,"[{'rtt': 165.013585}, {'rtt': 164.752038}, {'rtt': 165.142877}]",0,3,3,164.752038,165.142877,164.9695,53759719,17822,2023-05-15 18:49:23,Ping,76.126.63.251,ping,53759719,,1684176564
5080,2.6.2,84,45.91.124.33,4,45.91.124.33,192.168.78.140,ICMP,51.0,48,"[{'rtt': 42.500324}, {'rtt': 42.215742}, {'rtt': 42.760414}]",0,3,3,42.215742,42.760414,42.49216,53759719,17825,2023-05-15 18:49:26,Ping,109.183.113.47,ping,53759719,,1684176565
5080,2.6.2,79,45.91.124.33,4,45.91.124.33,10.0.0.249,ICMP,55.0,48,"[{'rtt': 154.583118}, {'rtt': 153.650139}, {'rtt': 154.710973}]",0,3,3,153.650139,154.710973,154.3147433333,53759719,17830,2023-05-15 18:49:24,Ping,24.69.108.145,ping,53759719,,1684176565
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,132.77.117.241,ICMP,,48,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,53759719,17832,2023-05-15 18:49:24,Ping,132.77.117.241,ping,53759719,,1684176565
5080,2.6.2,55,45.91.124.33,4,45.91.124.33,192.168.1.94,ICMP,55.0,48,"[{'rtt': 159.013474}, {'rtt': 158.29648}, {'rtt': 158.698379}]",0,3,3,158.29648,159.013474,158.6694443333,53759719,17845,2023-05-15 18:49:24,Ping,137.186.105.150,ping,53759719,,1684176565
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,192.168.1.40,ICMP,57.0,48,"[{'rtt': 31.735886}, {'rtt': 31.674331}, {'rtt': 30.969599}]",0,3,3,30.969599,31.735886,31.4599386667,53759719,17848,2023-05-15 18:49:25,Ping,91.161.154.73,ping,53759719,,1684176565
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,132.72.83.188,ICMP,52.0,48,"[{'rtt': 94.04017}, {'rtt': 93.004991}, {'rtt': 92.758453}]",0,3,3,92.758453,94.04017,93.2678713333,53759719,17855,2023-05-15 18:49:23,Ping,132.72.83.188,ping,53759719,,1684176566
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,132.66.33.12,ICMP,53.0,48,"[{'rtt': 86.280447}, {'rtt': 86.265537}, {'rtt': 86.067711}]",0,3,3,86.067711,86.280447,86.204565,53759719,17856,2023-05-15 18:49:24,Ping,132.66.33.12,ping,53759719,,1684176564
5080,2.6.2,42,45.91.124.33,4,45.91.124.33,192.168.199.11,ICMP,50.0,48,"[{'rtt': 27.66527}, {'rtt': 27.331463}, {'rtt': 27.742367}]",0,3,3,27.331463,27.742367,27.5797,53759719,17863,2023-05-15 18:49:25,Ping,194.59.240.215,ping,53759719,,1684176565
5080,2.6.2,18,45.91.124.33,4,45.91.124.33,192.168.1.16,ICMP,54.0,48,"[{'rtt': 86.518305}, {'rtt': 86.316415}, {'rtt': 86.264815}]",0,3,3,86.264815,86.518305,86.3665116667,53759719,17879,2023-05-15 18:49:42,Ping,128.139.197.119,ping,53759719,,1684176585
5080,2.6.2,143,45.91.124.33,4,45.91.124.33,132.64.6.33,ICMP,51.0,48,"[{'rtt': 102.357415}, {'rtt': 101.459098}, {'rtt': 101.558403}]",0,3,3,101.459098,102.357415,101.7916386667,53759719,17882,2023-05-15 18:49:37,Ping,132.64.6.33,ping,53759719,,1684176565
5080,2.6.2,100,45.91.124.33,4,45.91.124.33,192.168.25.100,ICMP,50.0,48,"[{'rtt': 157.799372}, {'rtt': 157.870345}, {'rtt': 157.594894}]",0,3,3,157.594894,157.870345,157.7548703333,53759719,17889,2023-05-15 18:49:24,Ping,195.24.206.210,ping,53759719,,1684176565
5080,2.6.2,116,45.91.124.33,4,45.91.124.33,192.114.0.107,ICMP,53.0,48,"[{'rtt': 124.892454}, {'rtt': 110.370385}, {'rtt': 125.339587}]",0,3,3,110.370385,125.339587,120.2008086667,53759719,17893,2023-05-15 18:49:36,Ping,192.114.0.107,ping,53759719,,1684176567
5080,2.6.2,106,45.91.124.33,4,45.91.124.33,10.20.30.109,ICMP,53.0,48,"[{'rtt': 78.9436}, {'rtt': 78.23664}, {'rtt': 78.58493}]",0,3,3,78.23664,78.9436,78.58839,53759719,17895,2023-05-15 18:49:24,Ping,128.139.204.252,ping,53759719,,1684176565
