fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,group_id,step,stored_timestamp
5020,2.2.1,28,45.91.124.33,4,45.91.124.33,192.168.55.2,ICMP,52.0,48,"[{'rtt': 179.9721}, {'rtt': 178.93475}, {'rtt': 184.085613}]",0,3,3,178.93475,184.085613,180.9974876667,53759714,1000484,2023-05-15 18:49:17,Ping,102.135.245.208,ping,53759714,,1684176558
5080,2.6.2,58,45.91.124.33,4,45.91.124.33,10.40.40.102,ICMP,55.0,48,"[{'rtt': 38.14056}, {'rtt': 38.140848}, {'rtt': 38.114713}]",0,3,3,38.114713,38.140848,38.1320403333,53759714,1000583,2023-05-15 18:49:18,Ping,51.174.17.128,ping,53759714,,1684176558
5030,2.4.0,45,45.91.124.33,4,45.91.124.33,10.1.1.98,ICMP,49.0,48,"[{'rtt': 115.778055}, {'rtt': 115.541523}, {'rtt': 115.511246}]",0,3,3,115.511246,115.778055,115.6102746667,53759714,1003161,2023-05-15 18:49:17,Ping,174.130.69.103,ping,53759714,,1684176558
5040,2.4.1,42,45.91.124.33,4,45.91.124.33,192.168.1.85,ICMP,56.0,48,"[{'rtt': 20.525502}, {'rtt': 20.367706}, {'rtt': 20.666381}]",0,3,3,20.367706,20.666381,20.519863,53759714,1003708,2023-05-15 18:49:17,Ping,87.212.207.240,ping,53759714,,1684176557
5080,2.6.3,30,45.91.124.33,4,45.91.124.33,192.168.1.66,ICMP,52.0,48,"[{'rtt': 13.18951}, {'rtt': 12.628339}, {'rtt': 12.732268}]",0,3,3,12.628339,13.18951,12.850039,53759714,1004260,2023-05-15 18:49:17,Ping,109.190.212.11,ping,53759714,,1684176558
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,192.168.50.120,ICMP,49.0,48,"[{'rtt': 304.462053}, {'rtt': 304.487616}, {'rtt': 304.691877}]",0,3,3,304.462053,304.691877,304.547182,53759714,11172,2023-05-15 18:49:18,Ping,222.153.106.193,ping,53759714,,1684176559
5080,2.6.2,57,45.91.124.33,4,45.91.124.33,192.168.128.251,ICMP,51.0,48,"[{'rtt': 31.634012}, {'rtt': 32.717106}, {'rtt': 30.181218}]",0,3,3,30.181218,32.717106,31.5107786667,53759714,11174,2023-05-15 18:49:18,Ping,86.19.56.155,ping,53759714,,1684176558
5080,2.6.2,45,45.91.124.33,4,45.91.124.33,192.168.178.31,ICMP,54.0,48,"[{'rtt': 32.697458}, {'rtt': 32.157938}, {'rtt': 32.003687}]",0,3,3,32.003687,32.697458,32.286361,53759714,11176,2023-05-15 18:49:17,Ping,78.35.194.56,ping,53759714,,1684176558
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,192.168.0.144,ICMP,51.0,48,"[{'rtt': 25.270426}, {'rtt': 25.976124}, {'rtt': 25.627663}]",0,3,3,25.270426,25.976124,25.6247376667,53759714,11179,2023-05-15 18:49:19,Ping,81.100.208.187,ping,53759714,,1684176559
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,172.16.0.45,ICMP,52.0,48,"[{'rtt': 153.257928}, {'rtt': 153.372822}, {'rtt': 153.389972}]",0,3,3,153.257928,153.389972,153.3402406667,53759714,11180,2023-05-15 18:49:16,Ping,190.111.120.51,ping,53759714,,1684176559
5080,2.6.2,43,45.91.124.33,4,45.91.124.33,139.18.11.1,ICMP,52.0,48,"[{'rtt': 31.731744}, {'rtt': 31.775998}, {'rtt': 31.656958}]",0,3,3,31.656958,31.775998,31.7215666667,53759714,11185,2023-05-15 18:49:16,Ping,139.18.11.1,ping,53759714,,1684176558
5080,2.6.2,36,45.91.124.33,4,45.91.124.33,172.10.12.5,ICMP,53.0,48,"[{'rtt': 93.426639}, {'rtt': 92.930161}, {'rtt': 93.083929}]",0,3,3,92.930161,93.426639,93.1469096667,53759714,11203,2023-05-15 18:49:19,Ping,172.10.12.5,ping,53759714,,1684176558
5080,2.6.2,36,45.91.124.33,4,45.91.124.33,10.100.104.99,ICMP,52.0,48,"[{'rtt': 114.332101}, {'rtt': 114.025586}, {'rtt': 108.891885}]",0,3,3,108.891885,114.332101,112.416524,53759714,11209,2023-05-15 18:49:18,Ping,98.124.61.178,ping,53759714,,1684176558
5080,2.6.2,17,45.91.124.33,4,45.91.124.33,10.1.112.99,ICMP,52.0,48,"[{'rtt': 89.602772}, {'rtt': 89.556566}, {'rtt': 89.619966}]",0,3,3,89.556566,89.619966,89.5931013333,53759714,11215,2023-05-15 18:49:17,Ping,192.136.136.246,ping,53759714,,1684176558
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,185.173.16.150,ICMP,52.0,48,"[{'rtt': 53.82273}, {'rtt': 54.251361}, {'rtt': 54.467189}]",0,3,3,53.82273,54.467189,54.1804266667,53759714,11219,2023-05-15 18:49:18,Ping,185.173.16.150,ping,53759714,,1684176559
5080,2.6.2,16,45.91.124.33,4,45.91.124.33,188.65.121.240,ICMP,56.0,48,"[{'rtt': 6.711074}, {'rtt': 6.64311}, {'rtt': 6.571515}]",0,3,3,6.571515,6.711074,6.6418996667,53759714,11227,2023-05-15 18:49:18,Ping,188.65.121.240,ping,53759714,,1684176558
5080,2.6.2,69,45.91.124.33,4,45.91.124.33,192.168.0.13,ICMP,53.0,48,"[{'rtt': 36.682768}, {'rtt': 33.655192}, {'rtt': 31.85142}]",0,3,3,31.85142,36.682768,34.0631266667,53759714,11255,2023-05-15 18:49:17,Ping,94.228.151.93,ping,53759714,,1684176558
5080,2.6.2,234,45.91.124.33,4,45.91.124.33,185.77.194.66,ICMP,59.0,48,"[{'rtt': 79.354894}, {'rtt': 79.259925}, {'rtt': 79.195193}]",0,3,3,79.195193,79.354894,79.270004,53759714,11256,2023-05-15 18:49:22,Ping,185.77.194.66,ping,53759714,,1684176558
5080,2.6.2,71,45.91.124.33,4,45.91.124.33,192.168.4.78,ICMP,54.0,48,"[{'rtt': 45.953144}, {'rtt': 44.434828}, {'rtt': 44.351932}]",0,3,3,44.351932,45.953144,44.9133013333,53759714,11260,2023-05-15 18:49:16,Ping,86.44.4.117,ping,53759714,,1684176557
5080,2.6.2,54,45.91.124.33,4,45.91.124.33,213.157.192.6,ICMP,50.0,48,"[{'rtt': 78.400125}, {'rtt': 78.27886}, {'rtt': 78.31557}]",0,3,3,78.27886,78.400125,78.3315183333,53759714,11265,2023-05-15 18:49:16,Ping,213.157.192.6,ping,53759714,,1684176559
5080,2.6.2,18,45.91.124.33,4,45.91.124.33,10.0.0.30,ICMP,50.0,48,"[{'rtt': 47.057323}, {'rtt': 45.132691}, {'rtt': 45.694353}]",0,3,3,45.132691,47.057323,45.9614556667,53759714,11266,2023-05-15 18:49:37,Ping,5.186.54.143,ping,53759714,,1684176578
5080,2.6.2,35,45.91.124.33,4,45.91.124.33,192.168.81.251,ICMP,53.0,48,"[{'rtt': 275.56695}, {'rtt': 275.243005}, {'rtt': 275.68023}]",0,3,3,275.243005,275.68023,275.4967283333,53759714,11267,2023-05-15 18:49:16,Ping,217.178.18.154,ping,53759714,,1684176558
5080,2.6.2,66,45.91.124.33,4,45.91.124.33,192.168.1.7,ICMP,57.0,48,"[{'rtt': 26.422765}, {'rtt': 26.110869}, {'rtt': 27.167434}]",0,3,3,26.110869,27.167434,26.5670226667,53759714,11268,2023-05-15 18:49:17,Ping,82.66.40.79,ping,53759714,,1684176558
5080,2.6.2,51,45.91.124.33,4,45.91.124.33,93.88.136.38,ICMP,56.0,48,"[{'rtt': 74.950525}, {'rtt': 74.779825}, {'rtt': 74.870775}]",0,3,3,74.779825,74.950525,74.8670416667,53759714,11270,2023-05-15 18:49:16,Ping,93.88.136.38,ping,53759714,,1684176558
5080,2.6.2,52,45.91.124.33,4,45.91.124.33,192.168.123.211,ICMP,55.0,48,"[{'rtt': 24.346675}, {'rtt': 23.617294}, {'rtt': 24.519241}]",0,3,3,23.617294,24.519241,24.16107,53759714,11272,2023-05-15 18:49:18,Ping,212.233.46.39,ping,53759714,,1684176558
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,192.168.1.162,ICMP,49.0,48,"[{'rtt': 48.328508}, {'rtt': 47.963244}, {'rtt': 47.782251}]",0,3,3,47.782251,48.328508,48.0246676667,53759714,11275,2023-05-15 18:49:17,Ping,83.243.235.108,ping,53759714,,1684176558
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,192.168.2.146,ICMP,51.0,48,"[{'rtt': 18.532685}, {'rtt': 18.345316}, {'rtt': 17.980997}]",0,3,3,17.980997,18.532685,18.2863326667,53759714,11280,2023-05-15 18:49:16,Ping,147.12.153.11,ping,53759714,,1684176558
5080,2.6.2,23,45.91.124.33,4,45.91.124.33,192.168.200.253,ICMP,57.0,48,"[{'rtt': 49.398331}, {'rtt': 49.332846}, {'rtt': 49.138988}]",0,3,3,49.138988,49.398331,49.290055,53759714,11282,2023-05-15 18:49:37,Ping,176.37.77.34,ping,53759714,,1684176577
5080,2.6.2,36,45.91.124.33,4,45.91.124.33,31.172.112.66,ICMP,54.0,48,"[{'rtt': 29.0462}, {'rtt': 29.075178}, {'rtt': 29.132364}]",0,3,3,29.0462,29.132364,29.0845806667,53759714,11285,2023-05-15 18:49:17,Ping,31.172.112.66,ping,53759714,,1684176558
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,10.42.20.79,ICMP,53.0,48,"[{'rtt': 39.517697}, {'rtt': 37.752138}, {'rtt': 37.509467}]",0,3,3,37.509467,39.517697,38.2597673333,53759714,11288,2023-05-15 18:49:36,Ping,78.48.52.131,ping,53759714,,1684176576
5080,2.6.2,40,45.91.124.33,4,45.91.124.33,10.1.16.34,ICMP,50.0,48,"[{'rtt': 43.708243}, {'rtt': 44.364641}, {'rtt': 43.362437}]",0,3,3,43.362437,44.364641,43.8117736667,53759714,11289,2023-05-15 18:49:17,Ping,5.103.57.170,ping,53759714,,1684176558
5080,2.6.2,25,45.91.124.33,4,45.91.124.33,192.168.11.2,ICMP,55.0,48,"[{'rtt': 27.651817}, {'rtt': 27.619767}, {'rtt': 27.461092}]",0,3,3,27.461092,27.651817,27.5775586667,53759714,11299,2023-05-15 18:49:18,Ping,62.226.17.218,ping,53759714,,1684176559
5080,2.6.2,34,45.91.124.33,4,45.91.124.33,201.76.99.28,ICMP,49.0,48,"[{'rtt': 150.845045}, {'rtt': 151.049395}, {'rtt': 150.946685}]",0,3,3,150.845045,151.049395,150.9470416667,53759714,11315,2023-05-15 18:49:17,Ping,201.76.99.28,ping,53759714,,1684176558
5080,2.6.2,89,45.91.124.33,4,45.91.124.33,192.168.0.100,ICMP,54.0,48,"[{'rtt': 49.44156}, {'rtt': 48.150837}, {'rtt': 47.919769}]",0,3,3,47.919769,49.44156,48.5040553333,53759714,11337,2023-05-15 18:49:17,Ping,79.173.90.198,ping,53759714,,1684176558
5080,2.6.2,64,45.91.124.33,4,45.91.124.33,192.168.1.110,ICMP,57.0,48,"[{'rtt': 96.679911}, {'rtt': 96.795146}, {'rtt': 96.793081}]",0,3,3,96.679911,96.795146,96.756046,53759714,11350,2023-05-15 18:49:19,Ping,90.189.132.168,ping,53759714,,1684176560
5080,2.6.2,69,45.91.124.33,4,45.91.124.33,10.2.0.124,ICMP,52.0,48,"[{'rtt': 55.276503}, {'rtt': 50.607091}, {'rtt': 51.160926}]",0,3,3,50.607091,55.276503,52.3481733333,53759714,11356,2023-05-15 18:49:36,Ping,93.189.144.132,ping,53759714,,1684176577
5080,2.6.2,55,45.91.124.33,4,45.91.124.33,10.12.123.2,ICMP,56.0,48,"[{'rtt': 52.222955}, {'rtt': 52.160894}, {'rtt': 52.104968}]",0,3,3,52.104968,52.222955,52.162939,53759714,11361,2023-05-15 18:49:19,Ping,94.230.175.123,ping,53759714,,1684176558
5080,2.6.2,61,45.91.124.33,4,45.91.124.33,192.168.1.46,ICMP,53.0,48,"[{'rtt': 29.112683}, {'rtt': 28.832152999999998}, {'rtt': 28.910862}]",0,3,3,28.832152999999998,29.112683,28.9518993333,53759714,11367,2023-05-15 18:49:19,Ping,213.49.37.135,ping,53759714,,1684176559
5080,2.6.2,47,45.91.124.33,4,45.91.124.33,172.16.252.100,ICMP,58.0,48,"[{'rtt': 53.182203}, {'rtt': 51.520198}, {'rtt': 53.652945}]",0,3,3,51.520198,53.652945,52.7851153333,53759714,11371,2023-05-15 18:49:17,Ping,188.254.179.170,ping,53759714,,1684176558
5080,2.6.2,52,45.91.124.33,4,45.91.124.33,192.168.2.213,ICMP,44.0,48,"[{'rtt': 55.583145}, {'rtt': 55.667317}, {'rtt': 55.247982}]",0,3,3,55.247982,55.667317,55.4994813333,53759714,11374,2023-05-15 18:49:18,Ping,188.242.193.123,ping,53759714,,1684176558
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,10.123.123.20,ICMP,57.0,48,"[{'rtt': 29.305239}, {'rtt': 28.260006}, {'rtt': 28.656229}]",0,3,3,28.260006,29.305239,28.7404913333,53759714,11400,2023-05-15 18:49:17,Ping,84.254.101.134,ping,53759714,,1684176558
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,172.16.16.150,ICMP,58.0,48,"[{'rtt': 43.750753}, {'rtt': 42.758466}, {'rtt': 42.560075}]",0,3,3,42.560075,43.750753,43.023098,53759714,11404,2023-05-15 18:49:18,Ping,87.116.20.2,ping,53759714,,1684176559
5080,2.6.2,100,45.91.124.33,4,45.91.124.33,92.249.150.114,ICMP,54.0,48,"[{'rtt': 54.047535}, {'rtt': 53.990425}, {'rtt': 54.021586}]",0,3,3,53.990425,54.047535,54.0198486667,53759714,11415,2023-05-15 18:49:18,Ping,92.249.150.114,ping,53759714,,1684176558
5080,2.6.2,87,45.91.124.33,4,45.91.124.33,192.168.2.101,ICMP,54.0,48,"[{'rtt': 30.984301}, {'rtt': 30.334943}, {'rtt': 30.486592}]",0,3,3,30.334943,30.984301,30.6019453333,53759714,11421,2023-05-15 18:49:17,Ping,2.203.108.85,ping,53759714,,1684176558
5080,2.6.2,80,45.91.124.33,4,45.91.124.33,10.65.241.14,ICMP,46.0,48,"[{'rtt': 45.825991}, {'rtt': 45.751701}, {'rtt': 45.885251}]",0,3,3,45.751701,45.885251,45.820981,53759714,11422,2023-05-15 18:49:18,Ping,213.180.153.150,ping,53759714,,1684176558
5080,2.6.2,81,45.91.124.33,4,45.91.124.33,192.168.1.11,ICMP,51.0,48,"[{'rtt': 70.394813}, {'rtt': 70.110077}, {'rtt': 69.991448}]",0,3,3,69.991448,70.394813,70.165446,53759714,11429,2023-05-15 18:49:18,Ping,109.252.124.42,ping,53759714,,1684176559
5080,2.6.2,6,45.91.124.33,4,45.91.124.33,10.2.255.251,ICMP,52.0,48,"[{'rtt': 26.041526}, {'rtt': 25.137421}, {'rtt': 24.691086}]",0,3,3,24.691086,26.041526,25.290011,53759714,11433,2023-05-15 18:49:18,Ping,78.80.151.7,ping,53759714,,1684176559
5080,2.6.2,74,45.91.124.33,4,45.91.124.33,192.168.1.53,ICMP,55.0,48,"[{'rtt': 30.305335}, {'rtt': 30.27132}, {'rtt': 29.808945}]",0,3,3,29.808945,30.305335,30.1285333333,53759714,11434,2023-05-15 18:49:18,Ping,213.219.158.237,ping,53759714,,1684176559
5080,2.6.2,74,45.91.124.33,4,45.91.124.33,192.168.100.247,ICMP,55.0,48,"[{'rtt': 132.949752}, {'rtt': 76.305084}, {'rtt': 76.370727}]",0,3,3,76.305084,132.949752,95.208521,53759714,11437,2023-05-15 18:49:19,Ping,185.134.38.143,ping,53759714,,1684176560
5080,2.6.2,20,45.91.124.33,4,45.91.124.33,195.190.136.249,ICMP,47.0,48,"[{'rtt': 36.889214}, {'rtt': 36.66434}, {'rtt': 36.639283}]",0,3,3,36.639283,36.889214,36.7309456667,53759714,11440,2023-05-15 18:49:37,Ping,195.190.136.249,ping,53759714,,1684176577
5080,2.6.2,70,45.91.124.33,4,45.91.124.33,10.1.1.51,ICMP,57.0,48,"[{'rtt': 59.047667}, {'rtt': 58.814417}, {'rtt': 58.785399}]",0,3,3,58.785399,59.047667,58.8824943333,53759714,11441,2023-05-15 18:49:16,Ping,176.100.5.14,ping,53759714,,1684176559
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,62.140.247.82,ICMP,57.0,48,"[{'rtt': 61.353609}, {'rtt': 61.24195}]",0,2,2,61.24195,61.353609,61.2977795,53759714,11448,2023-05-15 18:49:18,Ping,62.140.247.82,ping,53759714,,1684176559
5080,2.6.2,41,45.91.124.33,4,45.91.124.33,192.168.72.19,ICMP,55.0,48,"[{'rtt': 31.977344}, {'rtt': 32.116226}, {'rtt': 31.860135}]",0,3,3,31.860135,32.116226,31.9845683333,53759714,11463,2023-05-15 18:49:18,Ping,134.155.48.39,ping,53759714,,1684176558
5080,2.6.2,27,45.91.124.33,4,45.91.124.33,192.168.1.129,ICMP,54.0,48,"[{'rtt': 70.302238}, {'rtt': 70.160655}, {'rtt': 70.374377}]",0,3,3,70.160655,70.374377,70.27909,53759714,11471,2023-05-15 18:49:17,Ping,31.40.110.228,ping,53759714,,1684176558
5080,2.6.2,26,45.91.124.33,4,45.91.124.33,192.168.0.216,ICMP,48.0,48,"[{'rtt': 41.328889}, {'rtt': 39.749298}, {'rtt': 39.932032}]",0,3,3,39.749298,41.328889,40.3367396667,53759714,11472,2023-05-15 18:49:18,Ping,217.209.23.9,ping,53759714,,1684176559
5080,2.6.2,35,45.91.124.33,4,45.91.124.33,89.28.160.26,ICMP,56.0,48,"[{'rtt': 52.553725}, {'rtt': 52.434725}, {'rtt': 52.44589}]",0,3,3,52.434725,52.553725,52.4781133333,53759714,11473,2023-05-15 18:49:18,Ping,89.28.160.26,ping,53759714,,1684176559
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,192.168.35.67,ICMP,53.0,48,"[{'rtt': 51.879898}, {'rtt': 51.364792}, {'rtt': 51.319126}]",0,3,3,51.319126,51.879898,51.521272,53759714,11479,2023-05-15 18:49:18,Ping,130.255.84.37,ping,53759714,,1684176559
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,217.169.242.200,ICMP,56.0,48,"[{'rtt': 10.662267}, {'rtt': 10.5462}, {'rtt': 10.714002}]",0,3,3,10.5462,10.714002,10.640823,53759714,11491,2023-05-15 18:49:17,Ping,217.169.242.200,ping,53759714,,1684176559
5080,2.6.2,15,45.91.124.33,4,45.91.124.33,192.168.215.75,ICMP,60.0,48,"[{'rtt': 28.18125}, {'rtt': 23.624801}, {'rtt': 23.293771}]",0,3,3,23.293771,28.18125,25.033274,53759714,11497,2023-05-15 18:49:18,Ping,5.206.215.158,ping,53759714,,1684176559
5080,2.6.2,107,45.91.124.33,4,45.91.124.33,192.168.0.202,ICMP,53.0,48,"[{'rtt': 31.804299}, {'rtt': 33.138126}, {'rtt': 40.212959}]",0,3,3,31.804299,40.212959,35.0517946667,53759714,11499,2023-05-15 18:49:17,Ping,178.118.131.117,ping,53759714,,1684176559
5080,2.6.2,93,45.91.124.33,4,45.91.124.33,192.168.4.24,ICMP,52.0,48,"[{'rtt': 101.086188}, {'rtt': 102.466959}, {'rtt': 101.680009}]",0,3,3,101.086188,102.466959,101.7443853333,53759714,11500,2023-05-15 18:49:18,Ping,73.33.73.238,ping,53759714,,1684176559
5080,2.6.2,99,45.91.124.33,4,45.91.124.33,10.42.23.19,ICMP,52.0,48,"[{'rtt': 93.061151}, {'rtt': 93.636514}, {'rtt': 93.322445}]",0,3,3,93.061151,93.636514,93.3400366667,53759714,11506,2023-05-15 18:49:18,Ping,198.16.232.216,ping,53759714,,1684176559
5080,2.6.2,81,45.91.124.33,4,45.91.124.33,10.1.0.71,ICMP,46.0,48,"[{'rtt': 112.897446}, {'rtt': 112.537827}, {'rtt': 112.529117}]",0,3,3,112.529117,112.897446,112.6547966667,53759714,11513,2023-05-15 18:49:18,Ping,76.252.192.193,ping,53759714,,1684176558
5080,2.6.2,80,45.91.124.33,4,45.91.124.33,192.168.86.1,ICMP,52.0,48,"[{'rtt': 221.354206}, {'rtt': 209.960538}, {'rtt': 181.222459}]",0,3,3,181.222459,221.354206,204.1790676667,53759714,11522,2023-05-15 18:49:17,Ping,109.242.137.44,ping,53759714,,1684176558
5080,2.6.2,70,45.91.124.33,4,45.91.124.33,192.168.0.221,ICMP,54.0,48,"[{'rtt': 32.502133}, {'rtt': 28.42927}, {'rtt': 32.114354}]",0,3,3,28.42927,32.502133,31.0152523333,53759714,11523,2023-05-15 18:49:16,Ping,84.192.179.103,ping,53759714,,1684176559
5080,2.6.2,74,45.91.124.33,4,45.91.124.33,192.168.86.45,ICMP,52.0,48,"[{'rtt': 39.311058}, {'rtt': 34.830977}, {'rtt': 31.397756}]",0,3,3,31.397756,39.311058,35.1799303333,53759714,11525,2023-05-15 18:49:18,Ping,78.22.66.71,ping,53759714,,1684176566
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,204.2.134.10,ICMP,54.0,48,"[{'rtt': 139.602035}, {'rtt': 139.536251}, {'rtt': 139.603029}]",0,3,3,139.536251,139.603029,139.5804383333,53759714,11528,2023-05-15 18:49:18,Ping,204.2.134.10,ping,53759714,,1684176558
5080,2.6.2,60,45.91.124.33,4,45.91.124.33,192.168.1.209,ICMP,50.0,48,"[{'rtt': 139.755492}, {'rtt': 143.896733}, {'rtt': 143.950808}]",0,3,3,139.755492,143.950808,142.5343443333,53759714,11529,2023-05-15 18:49:17,Ping,217.180.211.136,ping,53759714,,1684176558
5080,2.6.2,242,45.91.124.33,4,45.91.124.33,192.168.1.129,ICMP,54.0,48,"[{'rtt': 19.3497}, {'rtt': 18.881473}, {'rtt': 19.143603}]",0,3,3,18.881473,19.3497,19.1249253333,53759714,11531,2023-05-15 18:49:23,Ping,90.35.64.22,ping,53759714,,1684176558
5080,2.6.2,69,45.91.124.33,4,45.91.124.33,192.168.2.207,ICMP,47.0,48,"[{'rtt': 153.735661}, {'rtt': 153.367075}, {'rtt': 153.121961}]",0,3,3,153.121961,153.735661,153.4082323333,53759714,11536,2023-05-15 18:49:18,Ping,68.255.156.209,ping,53759714,,1684176558
5080,2.6.2,51,45.91.124.33,4,45.91.124.33,131.112.36.149,ICMP,51.0,48,"[{'rtt': 251.156916}, {'rtt': 250.697745}, {'rtt': 250.741928}]",0,3,3,250.697745,251.156916,250.8655296667,53759714,11539,2023-05-15 18:49:16,Ping,131.112.36.149,ping,53759714,,1684176559
5080,2.6.2,67,45.91.124.33,4,45.91.124.33,192.168.178.138,ICMP,53.0,48,"[{'rtt': 30.681643}, {'rtt': 29.552636}, {'rtt': 26.482473}]",0,3,3,26.482473,30.681643,28.905584,53759714,11540,2023-05-15 18:49:18,Ping,62.163.31.21,ping,53759714,,1684176558
5080,2.6.2,1,45.91.124.33,4,45.91.124.33,192.168.131.0,ICMP,54.0,48,"[{'rtt': 87.51054}, {'rtt': 86.470407}, {'rtt': 86.925206}]",0,3,3,86.470407,87.51054,86.9687176667,53759714,11550,2023-05-15 18:49:17,Ping,71.246.232.131,ping,53759714,,1684176558
5080,2.6.2,31,45.91.124.33,4,45.91.124.33,192.168.1.12,ICMP,60.0,48,"[{'rtt': 18.660833}, {'rtt': 13.514617}, {'rtt': 18.004353}]",0,3,3,13.514617,18.660833,16.726601,53759714,11556,2023-05-15 18:49:17,Ping,89.234.147.3,ping,53759714,,1684176558
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,79.170.82.100,ICMP,50.0,48,"[{'rtt': 42.288410999999996}, {'rtt': 42.15582}, {'rtt': 42.139355}]",0,3,3,42.139355,42.288410999999996,42.1945286667,53759714,11558,2023-05-15 18:49:17,Ping,79.170.82.100,ping,53759714,,1684176558
5080,2.6.2,108,45.91.124.33,4,45.91.124.33,192.168.1.100,ICMP,57.0,48,"[{'rtt': 94.330459}, {'rtt': 94.104527}, {'rtt': 94.282069}]",0,3,3,94.104527,94.330459,94.2390183333,53759714,11560,2023-05-15 18:49:18,Ping,212.126.119.174,ping,53759714,,1684176559
5080,2.6.2,42,45.91.124.33,4,45.91.124.33,10.102.1.64,ICMP,52.0,48,"[{'rtt': 53.510237}, {'rtt': 44.667413}, {'rtt': 29.583}]",0,3,3,29.583,53.510237,42.5868833333,53759714,11563,2023-05-15 18:49:16,Ping,185.7.185.230,ping,53759714,,1684176558
5080,2.6.2,22,45.91.124.33,4,45.91.124.33,192.168.1.2,ICMP,56.0,48,"[{'rtt': 96.938648}, {'rtt': 96.469313}, {'rtt': 97.93043}]",0,3,3,96.469313,97.93043,97.112797,53759714,11570,2023-05-15 18:49:17,Ping,213.16.234.136,ping,53759714,,1684176558
5080,2.6.2,23,45.91.124.33,4,45.91.124.33,192.168.50.216,ICMP,52.0,48,"[{'rtt': 15.719087}, {'rtt': 15.830291}, {'rtt': 15.431672}]",0,3,3,15.431672,15.830291,15.66035,53759714,11576,2023-05-15 18:49:36,Ping,185.142.226.26,ping,53759714,,1684176577
5080,2.6.2,31,45.91.124.33,4,45.91.124.33,192.168.127.214,ICMP,53.0,48,"[{'rtt': 38.247693}, {'rtt': 30.45346}, {'rtt': 37.224256}]",0,3,3,30.45346,38.247693,35.3084696667,53759714,11578,2023-05-15 18:49:20,Ping,78.23.0.33,ping,53759714,,1684176558
5080,2.6.2,22,45.91.124.33,4,45.91.124.33,195.216.39.50,ICMP,47.0,48,"[{'rtt': 35.860541}, {'rtt': 35.639376}, {'rtt': 35.662978}]",0,3,3,35.639376,35.860541,35.720965,53759714,11583,2023-05-15 18:49:19,Ping,195.216.39.50,ping,53759714,,1684176558
5080,2.6.2,14,45.91.124.33,4,45.91.124.33,10.0.0.1,ICMP,56.0,48,"[{'rtt': 40.413275}, {'rtt': 40.708969}, {'rtt': 39.539234}]",0,3,3,39.539234,40.708969,40.2204926667,53759714,11586,2023-05-15 18:49:37,Ping,85.237.25.235,ping,53759714,,1684176578
5080,2.6.2,89,45.91.124.33,4,45.91.124.33,178.118.164.161,ICMP,54.0,48,"[{'rtt': 30.893456}, {'rtt': 35.687135}, {'rtt': 30.582234}]",0,3,3,30.582234,35.687135,32.3876083333,53759714,11587,2023-05-15 18:49:17,Ping,178.118.164.161,ping,53759714,,1684176557
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,192.168.70.130,ICMP,51.0,48,"[{'rtt': 39.513485}, {'rtt': 39.906904}, {'rtt': 39.418191}]",0,3,3,39.418191,39.906904,39.61286,53759714,11590,2023-05-15 18:49:37,Ping,149.200.94.107,ping,53759714,,1684176578
5080,2.6.2,84,45.91.124.33,4,45.91.124.33,192.168.1.65,ICMP,52.0,48,"[{'rtt': 43.079987}, {'rtt': 43.184581}, {'rtt': 43.322296}]",0,3,3,43.079987,43.322296,43.1956213333,53759714,11593,2023-05-15 18:49:18,Ping,81.182.213.187,ping,53759714,,1684176559
5080,2.6.2,104,45.91.124.33,4,45.91.124.33,217.14.37.6,ICMP,56.0,48,"[{'rtt': 24.753919}, {'rtt': 24.710745}, {'rtt': 24.65036}]",0,3,3,24.65036,24.753919,24.705008,53759714,11600,2023-05-15 18:49:37,Ping,217.14.37.6,ping,53759714,,1684176578
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,217.14.37.38,ICMP,56.0,48,"[{'rtt': 25.504633}, {'rtt': 25.408468}, {'rtt': 25.446598}]",0,3,3,25.408468,25.504633,25.453233,53759714,11602,2023-05-15 18:49:17,Ping,217.14.37.38,ping,53759714,,1684176558
5080,2.6.2,92,45.91.124.33,4,45.91.124.33,10.0.0.231,ICMP,53.0,48,"[{'rtt': 42.754695}, {'rtt': 42.707849}, {'rtt': 42.7973}]",0,3,3,42.707849,42.7973,42.7532813333,53759714,11603,2023-05-15 18:49:17,Ping,178.174.195.26,ping,53759714,,1684176558
