fw,lts,ttr,af,ttl,size,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,group_id,stored_timestamp
5080,96,39.280948,4,117.0,48,0,3,3,18.437243,19.103469,18.7597116667,50949595,35393,2023-03-15 13:37:50,50949595,1678887471
4790,111,59.0,4,119.0,48,0,3,3,4.154113,4.272385,4.201729,50949595,3590,2023-03-15 13:37:51,50949595,1678887470
4790,295,59.0,4,52.0,48,0,3,3,28.077317999999998,31.034118,29.420294,50949595,3601,2023-03-15 13:37:52,50949595,1678887471
4790,46,59.0,4,120.0,48,0,3,3,6.170882,6.330625,6.2394896667,50949595,3668,2023-03-15 13:37:52,50949595,1678887471
4790,37,59.0,4,115.0,48,0,3,3,50.96449,51.401482,51.112202,50949595,3676,2023-03-15 13:37:51,50949595,1678887471
4790,47,59.0,4,61.0,48,0,3,3,14.444547,14.598915,14.499843,50949595,4016,2023-03-15 13:37:51,50949595,1678887471
4790,55,59.0,4,59.0,48,0,3,3,19.982596,23.774981,21.2958763333,50949595,4020,2023-03-15 13:37:51,50949595,1678887471
4790,795,59.0,4,55.0,48,0,3,3,17.682436,24.023813,19.89274,50949595,4165,2023-03-15 13:37:51,50949595,1678887471
4790,589,59.0,4,59.0,48,0,0,0,-1.0,-1.0,-1.0,50949595,4372,2023-03-15 13:37:50,50949595,1678887471
4790,1417,59.0,4,107.0,48,0,3,3,58.136076,64.538125,60.3663483333,50949595,4453,2023-03-15 13:37:53,50949595,1678887474
4790,66,59.0,4,58.0,48,0,3,3,35.544584,35.654407,35.5860556667,50949595,4809,2023-03-15 13:37:51,50949595,1678887472
4790,124,59.0,4,113.0,48,0,3,3,43.277577,47.817994,45.0677853333,50949595,4842,2023-03-15 13:37:51,50949595,1678887471
4790,37,59.0,4,116.0,48,0,3,3,4.305409,4.763136,4.5025286667,50949595,4844,2023-03-15 13:37:49,50949595,1678887470
5080,117,18.132916,4,117.0,48,0,3,3,8.915792,11.714958,10.2019583333,50949595,50489,2023-03-15 13:37:51,50949595,1678887471
5080,105,15.677417,4,57.0,48,0,3,3,10.028458,12.959167,11.0789303333,50949595,50581,2023-03-15 13:37:51,50949595,1678887471
5080,18,32.972958,4,122.0,48,0,3,3,0.853375,0.9494159999999999,0.907361,50949595,50644,2023-03-15 13:37:49,50949595,1678887470
5080,20,44.968666999999996,4,109.0,48,0,3,3,4.61775,5.050084,4.8096806667,50949595,50717,2023-03-15 13:37:52,50949595,1678887471
5080,116,18.077333,4,121.0,48,0,3,3,5.021958,5.221208,5.1425833333,50949595,50840,2023-03-15 13:37:50,50949595,1678887470
5080,22,30.8505,4,106.0,48,0,3,3,25.3275,25.584,25.4315276667,50949595,51165,2023-03-15 13:37:50,50949595,1678887470
5080,87,6.113875,4,60.0,48,0,3,3,30.416042,30.675,30.5548753333,50949595,51685,2023-03-15 13:37:50,50949595,1678887470
5080,18,36.422,4,120.0,48,0,3,3,11.533958,11.991125,11.6924303333,50949595,51695,2023-03-15 13:37:50,50949595,1678887471
5080,39,95.850917,4,117.0,48,0,3,3,24.294792,33.016,29.4545416667,50949595,51735,2023-03-15 13:37:52,50949595,1678887471
5080,26,12.635667,4,119.0,48,0,3,3,4.79275,5.219,5.022861,50949595,52533,2023-03-15 13:37:49,50949595,1678887471
5080,33,54.113458,4,103.0,48,0,3,3,59.736,59.858041,59.811833,50949595,52577,2023-03-15 13:37:52,50949595,1678887474
5080,20,11.597208,4,117.0,48,0,3,3,7.097958,7.373583,7.2441663333,50949595,52709,2023-03-15 13:37:51,50949595,1678887471
5080,17,49.247292,4,111.0,48,0,3,3,15.7565,15.88625,15.8047776667,50949595,52806,2023-03-15 13:37:49,50949595,1678887471
5080,124,47.037375,4,118.0,48,0,3,3,26.123791,26.607208,26.4260136667,50949595,52999,2023-03-15 13:37:50,50949595,1678887471
5080,23,57.265417,4,114.0,48,0,2,3,32.903083,33.000209,32.951646,50949595,53055,2023-03-15 13:37:51,50949595,1678887471
5080,20,56.091292,4,109.0,48,0,3,3,42.696792,43.082458,42.8732083333,50949595,53069,2023-03-15 13:37:50,50949595,1678887470
5080,18,90.371125,4,120.0,48,0,3,3,82.27125,82.398084,82.3251393333,50949595,53134,2023-03-15 13:37:50,50949595,1678887471
5080,37,35.623166,4,116.0,48,0,3,3,13.6745,14.042125,13.837486,50949595,53158,2023-03-15 13:37:51,50949595,1678887471
4790,118,59.0,4,117.0,48,0,3,3,10.455554,13.170434,11.379202,50949595,533,2023-03-15 13:37:51,50949595,1678887471
5080,126,38.647375,4,121.0,48,0,3,3,1.167875,1.394792,1.26075,50949595,53435,2023-03-15 13:37:51,50949595,1678887470
5080,121,27.83975,4,119.0,48,0,3,3,7.216708,8.259792,7.8945,50949595,53808,2023-03-15 13:37:50,50949595,1678887470
5080,1,84.275667,4,119.0,48,0,3,3,109.493792,133.143042,123.7869726667,50949595,53847,2023-03-15 13:37:50,50949595,1678887471
5080,27,93.937001,4,103.0,48,0,3,3,48.688292,48.750334,48.7230976667,50949595,53969,2023-03-15 13:37:53,50949595,1678887472
5080,7,31.318792,4,54.0,48,0,3,3,67.01375,67.334292,67.1832916667,50949595,54763,2023-03-15 13:37:49,50949595,1678887471
5080,22,27.75475,4,115.0,48,0,3,3,7.73325,8.484792,8.0278056667,50949595,54869,2023-03-15 13:37:49,50949595,1678887470
5080,36,42.11075,4,109.0,48,0,3,3,17.141458,17.379125,17.2800276667,50949595,55368,2023-03-15 13:37:51,50949595,1678887470
5080,29,192.171959,4,110.0,48,0,3,3,69.262,69.982209,69.647389,50949595,55663,2023-03-15 13:37:51,50949595,1678887473
5080,2,12.958167,4,121.0,48,0,3,3,2.769791,3.266375,3.0000136667,50949595,55735,2023-03-15 13:37:52,50949595,1678887471
5080,27,276.385836,4,57.0,48,0,3,3,41.898538,47.687647,44.342663,50949595,60187,2023-03-15 13:37:51,50949595,1678887471
5080,62,79.154511,4,121.0,48,0,3,3,1.039284,1.085531,1.060615,50949595,6049,2023-03-15 13:37:52,50949595,1678887472
5080,24,106.96733,4,120.0,48,0,3,3,1.198277,1.642,1.3587993333,50949595,60971,2023-03-15 13:37:51,50949595,1678887472
5080,116,72.671728,4,121.0,48,0,3,3,29.478713,29.88539,29.717935,50949595,61373,2023-03-15 13:37:49,50949595,1678887470
5080,19,73.312834,4,119.0,48,0,3,3,31.088405,31.459721,31.2140706667,50949595,61789,2023-03-15 13:37:50,50949595,1678887471
5080,31,46.135573,4,121.0,48,0,3,3,31.11943,31.163674,31.1472723333,50949595,61956,2023-03-15 13:37:50,50949595,1678887470
5080,30,18.293373,4,118.0,48,0,3,3,9.578483,10.149037,9.8077893333,50949595,6198,2023-03-15 13:37:50,50949595,1678887470
5080,30,50.325731,4,117.0,48,0,3,3,39.228971,39.820054999999996,39.4480803333,50949595,62311,2023-03-15 13:37:50,50949595,1678887470
5080,36,66.091962,4,116.0,48,0,3,3,21.933924,22.068977,22.0091313333,50949595,62529,2023-03-15 13:37:50,50949595,1678887470
5080,108,65.159767,4,119.0,48,0,3,3,7.135228,7.748319,7.4249586667,50949595,62740,2023-03-15 13:37:50,50949595,1678887470
5080,23,73.410352,4,54.0,48,0,3,3,21.533514,21.569517,21.547142,50949595,62948,2023-03-15 13:37:50,50949595,1678887470
5080,120,71.210896,4,117.0,48,0,3,3,16.07176,16.221295,16.1702763333,50949595,63089,2023-03-15 13:37:50,50949595,1678887471
5080,6,59.566,4,58.0,48,0,3,3,42.820005,42.898208,42.85651,50949595,6338,2023-03-15 13:37:50,50949595,1678887470
5080,64,111.325948,4,111.0,48,0,3,3,22.556848,23.871217,23.098765,50949595,6526,2023-03-15 13:37:50,50949595,1678887470
5080,53,55.577637,4,115.0,48,0,3,3,13.675886,13.759744,13.710403,50949595,6547,2023-03-15 13:37:52,50949595,1678887473
5080,34,13.132586,4,59.0,48,0,3,3,6.398596,6.472973,6.4423016667,50949595,6552,2023-03-15 13:37:50,50949595,1678887471
5080,45,9.896989,4,61.0,48,0,3,3,0.7668419999999999,0.8012779999999999,0.7811039999999999,50949595,6600,2023-03-15 13:37:51,50949595,1678887471
5080,34,9.970102,4,120.0,48,0,3,3,0.627898,0.6495700000000001,0.6393749999999999,50949595,6626,2023-03-15 13:37:51,50949595,1678887473
5080,40,2.5549749999999998,4,120.0,48,0,3,3,32.832961,32.870026,32.8485293333,50949595,6722,2023-03-15 13:37:50,50949595,1678887471
5080,25,22.787933,4,115.0,48,0,3,3,14.589531000000001,15.193092,14.9015686667,50949595,6807,2023-03-15 13:37:51,50949595,1678887471
5080,26,5007.220982,4,119.0,48,0,3,3,2.288729,2.294824,2.2927323333,50949595,6808,2023-03-15 13:37:55,50949595,1678887481
5080,6,2.470042,4,117.0,48,0,3,3,44.627634,44.846182,44.7559783333,50949595,6815,2023-03-15 13:37:52,50949595,1678887473
5080,53,41.007324,4,121.0,48,0,3,3,46.28584,46.644619,46.4853423333,50949595,6840,2023-03-15 13:37:50,50949595,1678887471
5080,8,40.177683,4,115.0,48,0,3,3,36.613885,36.645678,36.634345,50949595,6883,2023-03-15 13:37:50,50949595,1678887471
4790,134,59.0,4,56.0,48,0,3,3,11.509251,11.629058,11.5632666667,50949595,691,2023-03-15 13:37:50,50949595,1678887472
5080,23,43.046864,4,119.0,48,0,3,3,0.530494,0.56067,0.542337,50949595,6985,2023-03-15 13:37:51,50949595,1678887472
5080,4,25.28996,4,57.0,48,0,3,3,9.059211,9.130651,9.08587,50949595,7004,2023-03-15 13:37:51,50949595,1678887471
4790,41,59.0,4,60.0,48,0,3,3,7.33901,7.450369,7.4022416667,50949595,705,2023-03-15 13:37:51,50949595,1678887471
5080,44,28.996856,4,122.0,48,0,3,3,6.386186,6.626068,6.5322066667000005,50949595,7148,2023-03-15 13:37:50,50949595,1678887470
4790,57,59.0,4,62.0,48,0,3,3,2.385408,2.519041,2.4363523333,50949595,751,2023-03-15 13:37:50,50949595,1678887471
4790,58,59.0,4,116.0,48,0,3,3,20.466436,24.829445,22.0052523333,50949595,775,2023-03-15 13:37:50,50949595,1678887470
4790,48,59.0,4,52.0,48,0,3,3,17.974276,18.079491,18.0113956667,50949595,778,2023-03-15 13:37:50,50949595,1678887470
4790,553,59.0,4,109.0,48,0,3,3,32.377351,40.391432,35.5130953333,50949595,827,2023-03-15 13:37:53,50949595,1678887473
4790,26,59.0,4,108.0,48,0,3,3,19.22842,20.047876,19.7737,50949595,884,2023-03-15 13:37:51,50949595,1678887471
4790,44,59.0,4,116.0,48,0,3,3,18.822148,20.143108,19.700996,50949595,933,2023-03-15 13:37:51,50949595,1678887471
5080,40,10020.629347,4,59.0,48,0,3,3,6.405512,6.492982,6.4539683333,50949595,13646,2023-03-15 13:38:00,50949595,1678887480
5080,30,10040.213638,4,54.0,48,0,3,3,49.387585,50.222575,49.791276,50949595,33211,2023-03-15 13:38:00,50949595,1678887480
4790,37,59.0,4,59.0,48,0,0,0,-1.0,-1.0,-1.0,50949595,434,2023-03-15 13:38:02,50949595,1678887483
5080,95,10018.051505,4,122.0,48,0,3,3,1.8479999999999999,1.970416,1.895069,50949595,54832,2023-03-15 13:38:00,50949595,1678887481
5080,31,14996.938484,4,59.0,48,0,0,0,-1.0,-1.0,-1.0,50949595,61401,2023-03-15 13:38:02,50949595,1678887483
5080,-1,192.3378,4,117.0,48,0,3,3,19.449823,62.791347,44.01712,50949595,1005432,2023-03-15 13:43:07,50949595,1678887472
5080,353355,81.691973,4,58.0,48,0,3,3,56.138562,56.545434,56.38493,50949718,1000023,2023-03-15 13:54:15,50949718,1678888461
5020,26,39.637241,4,59.0,48,0,3,3,20.5978,20.945476,20.8104876667,50949718,1000544,2023-03-15 13:54:20,50949718,1678888461
5040,41,27.1076,4,55.0,48,0,3,3,13.33867,18.447679,15.1145823333,50949718,1000609,2023-03-15 13:54:21,50949718,1678888461
5080,916351,81.4575,4,56.0,48,0,3,3,45.8659,45.989,45.9221666667,50949718,1000969,2023-03-15 13:54:29,50949718,1678888461
5080,11,15024.862552,4,59.0,48,0,0,0,-1.0,-1.0,-1.0,50949718,1002385,2023-03-15 13:54:32,50949718,1678888473
5020,54,118.108276,4,242.0,48,0,3,3,45.689837,46.704854,46.03959,50949718,1002394,2023-03-15 13:54:21,50949718,1678888461
5080,57,8.416443,4,60.0,48,0,3,3,7.12333,7.557043,7.3365886667,50949718,10027,2023-03-15 13:54:20,50949718,1678888461
5040,9,21.352289,4,59.0,48,0,3,3,11.387917,21.354622,14.7847256667,50949718,1002782,2023-03-15 13:54:21,50949718,1678888461
5030,7,34.62988,4,58.0,48,0,3,3,20.895658,21.032079,20.9665676667,50949718,1003099,2023-03-15 13:54:20,50949718,1678888461
5040,50,40.066731,4,56.0,48,0,3,3,10.555456,10.782596,10.693532,50949718,1003718,2023-03-15 13:54:20,50949718,1678888460
5080,17,15.631575,4,61.0,48,0,3,3,12.413101,12.637862,12.5313036667,50949718,1003737,2023-03-15 13:54:20,50949718,1678888461
5040,4211047,29.455534,4,57.0,48,0,3,3,37.135296,37.665165,37.3558163333,50949718,1004006,2023-03-15 13:54:24,50949718,1678888460
5040,44,2.282972,4,56.0,48,0,3,3,41.436906,41.581517,41.5329473333,50949718,1004010,2023-03-15 13:54:20,50949718,1678888461
5040,47,14.654332,4,61.0,48,0,3,3,9.276436,9.414643,9.3304896667,50949718,1004012,2023-03-15 13:54:20,50949718,1678888461
5040,16,11.23111,4,60.0,48,0,3,3,28.049294,28.158333,28.099328,50949718,1004035,2023-03-15 13:54:20,50949718,1678888461
5040,7,68.382351,4,58.0,48,0,3,3,33.996223,34.28551,34.1677693333,50949718,1004050,2023-03-15 13:54:20,50949718,1678888460
5040,13,88.097356,4,55.0,48,0,3,3,30.133183,30.400648,30.3054746667,50949718,1004055,2023-03-15 13:54:21,50949718,1678888461
5080,18,391.989104,4,62.0,48,0,3,3,90.553745,90.706183,90.6210936667,50949718,1004215,2023-03-15 13:54:21,50949718,1678888461
5080,6,32.873383,4,54.0,48,0,3,3,25.723508,28.056926,27.0374083333,50949718,1004358,2023-03-15 13:54:20,50949718,1678888461
