fw,mver,lts,dst_name,ttr,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,group_id,step,stored_timestamp
5020,2.2.1,27,ch-europe-north1.storage.googleapis.com,13.350783,4,142.250.186.80,176.57.191.107,ICMP,117.0,48,"[{'rtt': 0.844088}, {'rtt': 0.836993}, {'rtt': 0.8817919999999999}]",0,3,3,0.836993,0.8817919999999999,0.8542909999999999,50949595,1000518,2023-03-15 13:37:51,Ping,176.57.191.107,ping,50949595,,1678887471
5080,2.6.2,12,ch-europe-north1.storage.googleapis.com,22.449198,4,172.217.16.208,10.37.80.196,ICMP,115.0,48,"[{'rtt': 8.037138}, {'rtt': 7.937588}, {'rtt': 7.996933}]",0,3,3,7.937588,8.037138,7.990553,50949595,1001200,2023-03-15 13:37:50,Ping,45.91.92.191,ping,50949595,,1678887470
5020,2.2.1,4,ch-europe-north1.storage.googleapis.com,65.007328,4,216.58.212.240,45.128.160.112,ICMP,115.0,48,"[{'rtt': 34.671303}, {'rtt': 34.585689}, {'rtt': 34.668118}]",0,3,3,34.585689,34.671303,34.6417033333,50949595,1002099,2023-03-15 13:37:50,Ping,45.128.160.112,ping,50949595,,1678887471
5080,2.6.2,22,ch-europe-north1.storage.googleapis.com,43.548034,4,142.250.185.208,44.127.10.253,ICMP,119.0,48,"[{'rtt': 24.816249}, {'rtt': 24.926917}, {'rtt': 24.930937}]",0,3,3,24.816249,24.930937,24.8913676667,50949595,1002205,2023-03-15 13:37:50,Ping,44.127.10.253,ping,50949595,,1678887470
5080,2.6.2,12,ch-europe-north1.storage.googleapis.com,13.308441,4,142.250.74.80,62.168.128.56,ICMP,121.0,48,"[{'rtt': 3.35554}, {'rtt': 3.438096}, {'rtt': 3.451388}]",0,3,3,3.35554,3.451388,3.415008,50949595,1002210,2023-03-15 13:37:49,Ping,62.168.128.56,ping,50949595,,1678887470
5040,2.4.1,30,ch-europe-north1.storage.googleapis.com,89.292677,4,142.251.141.48,192.168.1.212,ICMP,119.0,48,"[{'rtt': 10.573087}, {'rtt': 10.547074}, {'rtt': 10.554748}]",0,3,3,10.547074,10.573087,10.558303,50949595,1002508,2023-03-15 13:37:50,Ping,89.46.240.55,ping,50949595,,1678887471
5020,2.2.1,13,ch-europe-north1.storage.googleapis.com,14.920939,4,172.217.168.208,145.220.6.37,ICMP,121.0,48,"[{'rtt': 0.806531}, {'rtt': 0.699894}, {'rtt': 0.6825209999999999}]",0,3,3,0.6825209999999999,0.806531,0.7296486667000001,50949595,1002765,2023-03-15 13:37:50,Ping,145.220.6.37,ping,50949595,,1678887471
5080,2.6.3,48,ch-europe-north1.storage.googleapis.com,133.957746,4,142.251.36.80,10.0.109.52,ICMP,119.0,48,"[{'rtt': 16.874811}, {'rtt': 16.792824}, {'rtt': 16.815997}]",0,3,3,16.792824,16.874811,16.827877333300002,50949595,1002776,2023-03-15 13:37:50,Ping,88.212.34.23,ping,50949595,,1678887470
5020,2.3.2,31,ch-europe-north1.storage.googleapis.com,5066.655189,4,173.194.76.128,185.198.70.19,ICMP,110.0,48,"[{'rtt': 15.880965}, {'rtt': 15.886373}, {'rtt': 15.917152}]",0,3,3,15.880965,15.917152,15.89483,50949595,1002803,2023-03-15 13:37:55,Ping,185.198.70.19,ping,50949595,,1678887476
5040,2.4.1,10,ch-europe-north1.storage.googleapis.com,5077.622922,4,142.250.74.80,84.50.66.16,ICMP,57.0,48,"[{'rtt': 8.657724}, {'rtt': 8.62089}, {'rtt': 8.597402}]",0,3,3,8.597402,8.657724,8.6253386667,50949595,1002830,2023-03-15 13:37:55,Ping,84.50.66.16,ping,50949595,,1678887475
5040,2.5.1,5,ch-europe-north1.storage.googleapis.com,12.385945,4,142.251.39.112,172.24.0.9,ICMP,118.0,48,"[{'rtt': 77.824732}, {'rtt': 77.803259}, {'rtt': 77.979986}]",0,3,3,77.803259,77.979986,77.8693256667,50949595,1002876,2023-03-15 13:37:50,Ping,92.63.169.241,ping,50949595,,1678887471
5030,2.4.0,111,ch-europe-north1.storage.googleapis.com,16.757983,4,216.58.209.176,172.18.0.2,ICMP,56.0,48,"[{'rtt': 13.634085}, {'rtt': 13.666898}, {'rtt': 13.627334}]",0,3,3,13.627334,13.666898,13.6427723333,50949595,1002900,2023-03-15 13:37:50,Ping,212.93.98.243,ping,50949595,,1678887470
5030,2.4.0,4,ch-europe-north1.storage.googleapis.com,11.5345,4,142.250.185.176,107.189.13.187,ICMP,114.0,48,"[{'rtt': 31.390126}, {'rtt': 31.449497}, {'rtt': 31.378644}]",0,3,3,31.378644,31.449497,31.406089,50949595,1003060,2023-03-15 13:37:50,Ping,107.189.13.187,ping,50949595,,1678887471
5040,2.4.1,17,ch-europe-north1.storage.googleapis.com,199.846259,4,142.250.203.208,172.18.70.101,ICMP,114.0,48,"[{'rtt': 36.384048}, {'rtt': 36.44084}, {'rtt': 36.359323}]",0,3,3,36.359323,36.44084,36.394737,50949595,1003302,2023-03-15 13:37:50,Ping,93.125.106.146,ping,50949595,,1678887471
5040,2.4.1,35,ch-europe-north1.storage.googleapis.com,10.942121,4,216.58.214.176,194.9.173.49,ICMP,122.0,48,"[{'rtt': 6.770933}, {'rtt': 6.739245}, {'rtt': 6.775163}]",0,3,3,6.739245,6.775163,6.7617803333,50949595,1003335,2023-03-15 13:37:50,Ping,194.9.173.49,ping,50949595,,1678887470
5040,2.5.1,15,ch-europe-north1.storage.googleapis.com,5028.015222,4,172.217.16.208,10.0.1.2,ICMP,116.0,48,"[{'rtt': 7.761022}, {'rtt': 6.666722}, {'rtt': 6.824201}]",0,3,3,6.666722,7.761022,7.0839816667,50949595,1003418,2023-03-15 13:37:55,Ping,185.113.147.199,ping,50949595,,1678887476
5080,2.6.3,66,ch-europe-north1.storage.googleapis.com,166.789303,4,142.251.208.144,192.168.101.11,ICMP,118.0,48,"[{'rtt': 22.362414}, {'rtt': 20.464119}, {'rtt': 19.811053}]",0,3,3,19.811053,22.362414,20.8791953333,50949595,1003553,2023-03-15 13:37:50,Ping,79.140.152.108,ping,50949595,,1678887470
5040,2.4.1,4210057,ch-europe-north1.storage.googleapis.com,22.639789,4,142.250.74.176,10.240.142.202,ICMP,57.0,48,"[{'rtt': 12.244222}, {'rtt': 12.303053}, {'rtt': 12.228765}]",0,3,3,12.228765,12.303053,12.25868,50949595,1004006,2023-03-15 13:37:54,Ping,85.254.183.142,ping,50949595,,1678887471
5040,2.4.1,29,ch-europe-north1.storage.googleapis.com,23.825007,4,216.58.210.176,45.133.216.162,ICMP,58.0,48,"[{'rtt': 20.640888}, {'rtt': 19.921504}, {'rtt': 20.051108}]",0,3,3,19.921504,20.640888,20.2045,50949595,1004050,2023-03-15 13:37:50,Ping,45.133.216.162,ping,50949595,,1678887471
5080,2.6.2,54,ch-europe-north1.storage.googleapis.com,112.140899,4,64.233.162.128,46.8.251.41,ICMP,112.0,48,"[{'rtt': 64.188276}, {'rtt': 64.164973}, {'rtt': 64.177067}]",0,3,3,64.164973,64.188276,64.176772,50949595,1004215,2023-03-15 13:37:50,Ping,46.8.251.41,ping,50949595,,1678887471
5040,2.4.1,33,ch-europe-north1.storage.googleapis.com,29.227874,4,172.217.168.16,176.10.107.179,ICMP,122.0,48,"[{'rtt': 1.800533}, {'rtt': 1.800346}, {'rtt': 1.8426529999999999}]",0,3,3,1.800346,1.8426529999999999,1.8145106667,50949595,1004346,2023-03-15 13:37:50,Ping,176.10.107.179,ping,50949595,,1678887470
5060,2.5.1,12,ch-europe-north1.storage.googleapis.com,8.193965,4,142.250.203.144,195.123.221.21,ICMP,117.0,48,"[{'rtt': 22.92648}, {'rtt': 23.374392}, {'rtt': 22.947548}]",0,3,3,22.92648,23.374392,23.0828066667,50949595,1004674,2023-03-15 13:37:50,Ping,195.123.221.21,ping,50949595,,1678887470
5080,2.6.2,20,ch-europe-north1.storage.googleapis.com,42.463076,4,142.251.140.48,31.171.152.72,ICMP,119.0,48,"[{'rtt': 14.920456}, {'rtt': 15.016274}, {'rtt': 15.033115}]",0,3,3,14.920456,15.033115,14.9899483333,50949595,1004908,2023-03-15 13:37:50,Ping,31.171.152.72,ping,50949595,,1678887471
5080,2.6.2,1,ch-europe-north1.storage.googleapis.com,95.250657,4,172.217.16.144,195.137.211.53,ICMP,120.0,48,"[{'rtt': 26.185074}, {'rtt': 26.030392}, {'rtt': 26.38626}]",0,3,3,26.030392,26.38626,26.2005753333,50949595,1004990,2023-03-15 13:37:50,Ping,195.137.211.53,ping,50949595,,1678887471
5080,2.6.2,130,ch-europe-north1.storage.googleapis.com,15.460845,4,172.217.16.208,95.130.22.90,ICMP,117.0,48,"[{'rtt': 15.209122}, {'rtt': 15.337981}, {'rtt': 15.289671}]",0,3,3,15.209122,15.337981,15.2789246667,50949595,10052,2023-03-15 13:37:49,Ping,95.130.22.90,ping,50949595,,1678887470
5080,2.6.2,32,ch-europe-north1.storage.googleapis.com,30.960179,4,216.58.215.80,192.168.254.187,ICMP,119.0,48,"[{'rtt': 8.759568999999999}, {'rtt': 8.607437000000001}, {'rtt': 8.551969}]",0,3,3,8.551969,8.759568999999999,8.6396583333,50949595,1005368,2023-03-15 13:37:50,Ping,89.25.168.148,ping,50949595,,1678887470
5080,2.6.2,38,ch-europe-north1.storage.googleapis.com,34.428205,4,142.250.180.144,192.168.254.6,ICMP,120.0,48,"[{'rtt': 9.402706}, {'rtt': 9.247322}, {'rtt': 9.591074}]",0,3,3,9.247322,9.591074,9.4137006667,50949595,1005434,2023-03-15 13:37:50,Ping,195.32.118.230,ping,50949595,,1678887470
5080,2.6.2,38,ch-europe-north1.storage.googleapis.com,27.4053,4,216.58.209.176,10.0.0.100,ICMP,60.0,48,"[{'rtt': 17.764687}, {'rtt': 19.168946}, {'rtt': 19.119539}]",0,3,3,17.764687,19.168946,18.6843906667,50949595,1005489,2023-03-15 13:37:50,Ping,84.237.198.46,ping,50949595,,1678887470
5080,2.6.2,22,ch-europe-north1.storage.googleapis.com,53.778003,4,142.251.141.48,213.163.122.8,ICMP,118.0,48,"[{'rtt': 5.528134}, {'rtt': 5.299529}, {'rtt': 5.352099}]",0,3,3,5.299529,5.528134,5.393254,50949595,10859,2023-03-15 13:37:50,Ping,213.163.122.8,ping,50949595,,1678887471
5080,2.6.2,11,ch-europe-north1.storage.googleapis.com,37.433752,4,64.233.164.128,62.140.247.82,ICMP,59.0,48,"[{'rtt': 15.082774}, {'rtt': 15.099484}, {'rtt': 15.079718}]",0,3,3,15.079718,15.099484,15.0873253333,50949595,11448,2023-03-15 13:37:51,Ping,62.140.247.82,ping,50949595,,1678887471
5080,2.6.2,100,ch-europe-north1.storage.googleapis.com,47.036024,4,142.250.180.144,31.31.44.97,ICMP,120.0,48,"[{'rtt': 10.134454999999999}, {'rtt': 9.616176}, {'rtt': 9.601268}]",0,3,3,9.601268,10.134454999999999,9.7839663333,50949595,11877,2023-03-15 13:37:49,Ping,31.31.44.97,ping,50949595,,1678887470
4790,,36,ch-europe-north1.storage.googleapis.com,,4,142.251.37.112,192.168.91.153,ICMP,118.0,48,"[{'rtt': 12.153602}, {'rtt': 12.585218}, {'rtt': 14.251011}]",0,3,3,12.153602,14.251011,12.9966103333,50949595,1247,2023-03-15 13:37:51,Ping,185.16.81.157,ping,50949595,,1678887471
4790,,110,ch-europe-north1.storage.googleapis.com,,4,142.250.179.144,192.168.21.25,ICMP,115.0,48,"[{'rtt': 3.604225}, {'rtt': 3.471361}, {'rtt': 3.393792}]",0,3,3,3.393792,3.604225,3.4897926667,50949595,1261,2023-03-15 13:37:51,Ping,94.142.209.4,ping,50949595,,1678887471
4790,,60,ch-europe-north1.storage.googleapis.com,,4,209.85.233.128,192.168.11.10,ICMP,56.0,48,"[{'rtt': 22.986245}, {'rtt': 22.897157}, {'rtt': 22.791173}]",0,3,3,22.791173,22.986245,22.891525,50949595,1286,2023-03-15 13:37:49,Ping,85.158.76.28,ping,50949595,,1678887470
5080,2.6.2,126,ch-europe-north1.storage.googleapis.com,23.815026,4,142.250.74.80,192.108.214.56,ICMP,57.0,48,"[{'rtt': 1.807718}, {'rtt': 1.753218}, {'rtt': 1.790238}]",0,3,3,1.753218,1.807718,1.7837246667,50949595,12932,2023-03-15 13:37:50,Ping,192.108.214.56,ping,50949595,,1678887470
5080,2.6.2,19,ch-europe-north1.storage.googleapis.com,93.039309,4,142.250.184.112,195.130.109.139,ICMP,116.0,48,"[{'rtt': 23.914912}, {'rtt': 24.029641}, {'rtt': 23.744532}]",0,3,3,23.744532,24.029641,23.8963616667,50949595,13010,2023-03-15 13:37:51,Ping,195.130.109.139,ping,50949595,,1678887471
5080,2.6.2,101,ch-europe-north1.storage.googleapis.com,24.001178,4,173.194.73.128,109.105.133.166,ICMP,112.0,48,"[{'rtt': 12.878331}, {'rtt': 12.706943}, {'rtt': 12.637294}]",0,3,3,12.637294,12.878331,12.740856,50949595,13068,2023-03-15 13:37:49,Ping,109.105.133.166,ping,50949595,,1678887470
5080,2.6.2,22,ch-europe-north1.storage.googleapis.com,48.237256,4,216.58.210.176,217.146.65.59,ICMP,57.0,48,"[{'rtt': 2.080088}, {'rtt': 2.002639}, {'rtt': 2.078318}]",0,3,3,2.002639,2.080088,2.0536816667,50949595,13271,2023-03-15 13:37:51,Ping,217.146.65.59,ping,50949595,,1678887472
5080,2.6.2,20,ch-europe-north1.storage.googleapis.com,36.626723,4,142.250.180.240,172.16.10.11,ICMP,115.0,48,"[{'rtt': 1.321033}, {'rtt': 1.543438}, {'rtt': 1.129728}]",0,3,3,1.129728,1.543438,1.3313996667,50949595,13635,2023-03-15 13:37:50,Ping,93.92.60.203,ping,50949595,,1678887470
5080,2.6.2,35,ch-europe-north1.storage.googleapis.com,51.055045,4,216.58.209.176,185.31.92.11,ICMP,57.0,48,"[{'rtt': 2.174831}, {'rtt': 2.152437}, {'rtt': 2.148842}]",0,3,3,2.148842,2.174831,2.1587033333,50949595,13982,2023-03-15 13:37:49,Ping,185.31.92.11,ping,50949595,,1678887470
4790,,43,ch-europe-north1.storage.googleapis.com,,4,216.58.215.48,192.168.110.10,ICMP,119.0,48,"[{'rtt': 7.835906}, {'rtt': 7.68461}, {'rtt': 8.298242}]",0,3,3,7.68461,8.298242,7.939586,50949595,1409,2023-03-15 13:37:51,Ping,91.217.168.86,ping,50949595,,1678887472
5080,2.6.2,138,ch-europe-north1.storage.googleapis.com,41.336097,4,142.250.179.176,212.182.126.165,ICMP,120.0,48,"[{'rtt': 27.130119}, {'rtt': 25.540548}, {'rtt': 25.306235}]",0,3,3,25.306235,27.130119,25.9923006667,50949595,14829,2023-03-15 13:37:50,Ping,212.182.126.165,ping,50949595,,1678887472
5080,2.6.2,118,ch-europe-north1.storage.googleapis.com,5009.985447,4,172.217.169.16,172.20.114.1,ICMP,120.0,48,"[{'rtt': 0.9544549999999999}, {'rtt': 2.704416}, {'rtt': 0.887675}]",0,3,3,0.887675,2.704416,1.5155153333,50949595,15022,2023-03-15 13:37:54,Ping,89.104.224.225,ping,50949595,,1678887476
4790,,50,ch-europe-north1.storage.googleapis.com,,4,142.250.180.144,192.168.0.175,ICMP,116.0,48,"[{'rtt': 12.593667}, {'rtt': 11.596035}, {'rtt': 11.616003}]",0,3,3,11.596035,12.593667,11.935235,50949595,1504,2023-03-15 13:37:50,Ping,80.68.206.252,ping,50949595,,1678887471
5080,2.6.2,35,ch-europe-north1.storage.googleapis.com,24.602537,4,216.58.215.80,185.15.45.158,ICMP,120.0,48,"[{'rtt': 4.120717}, {'rtt': 4.087651}, {'rtt': 4.080462}]",0,3,3,4.080462,4.120717,4.0962766667,50949595,15051,2023-03-15 13:37:51,Ping,185.15.45.158,ping,50949595,,1678887472
5080,2.6.2,23,ch-europe-north1.storage.googleapis.com,27.644125,4,172.217.168.48,10.10.10.8,ICMP,120.0,48,"[{'rtt': 5.632993}, {'rtt': 5.517574}, {'rtt': 5.511674}]",0,3,3,5.511674,5.632993,5.5540803333,50949595,15430,2023-03-15 13:37:50,Ping,84.55.208.19,ping,50949595,,1678887471
5080,2.6.2,109,ch-europe-north1.storage.googleapis.com,21.536869,4,64.233.161.128,185.5.162.234,ICMP,106.0,48,"[{'rtt': 5.613073}, {'rtt': 5.512498}, {'rtt': 5.516963}]",0,3,3,5.512498,5.613073,5.5475113333,50949595,15849,2023-03-15 13:37:51,Ping,185.5.162.234,ping,50949595,,1678887472
5080,2.6.2,23,ch-europe-north1.storage.googleapis.com,44.692492,4,142.250.187.240,192.168.100.164,ICMP,116.0,48,"[{'rtt': 39.491819}, {'rtt': 39.520087}, {'rtt': 39.24794}]",0,3,3,39.24794,39.520087,39.4199486667,50949595,15873,2023-03-15 13:37:50,Ping,185.107.105.215,ping,50949595,,1678887471
5080,2.6.2,28,ch-europe-north1.storage.googleapis.com,44.449504,4,142.250.178.144,172.16.44.2,ICMP,117.0,48,"[{'rtt': 38.009406}, {'rtt': 37.915002}, {'rtt': 37.803388}]",0,3,3,37.803388,38.009406,37.9092653333,50949595,16228,2023-03-15 13:37:50,Ping,213.145.103.45,ping,50949595,,1678887471
5080,2.6.2,26,ch-europe-north1.storage.googleapis.com,44.62864,4,142.250.187.112,10.10.52.13,ICMP,119.0,48,"[{'rtt': 9.27181}, {'rtt': 9.13661}, {'rtt': 9.143335}]",0,3,3,9.13661,9.27181,9.1839183333,50949595,16891,2023-03-15 13:37:49,Ping,91.139.144.208,ping,50949595,,1678887470
5080,2.6.2,118,ch-europe-north1.storage.googleapis.com,5041.617015,4,216.58.207.208,91.105.201.7,ICMP,60.0,48,"[{'rtt': 7.130141}, {'rtt': 7.09511}, {'rtt': 7.11964}]",0,3,3,7.09511,7.130141,7.1149636667,50949595,17816,2023-03-15 13:37:55,Ping,91.105.201.7,ping,50949595,,1678887476
5080,2.6.2,25,ch-europe-north1.storage.googleapis.com,221.605655,4,142.250.186.208,89.111.41.70,ICMP,118.0,48,"[{'rtt': 45.130777}, {'rtt': 45.151838}, {'rtt': 45.099302}]",0,3,3,45.099302,45.151838,45.1273056667,50949595,18567,2023-03-15 13:37:50,Ping,89.111.41.70,ping,50949595,,1678887472
5080,2.6.2,18,ch-europe-north1.storage.googleapis.com,11.703467,4,142.250.179.144,149.126.184.62,ICMP,117.0,48,"[{'rtt': 6.686194}, {'rtt': 6.636314}, {'rtt': 6.703009}]",0,3,3,6.636314,6.703009,6.6751723333,50949595,18673,2023-03-15 13:37:50,Ping,149.126.184.62,ping,50949595,,1678887471
5080,2.6.2,114,ch-europe-north1.storage.googleapis.com,32.044373,4,216.58.215.240,192.168.99.5,ICMP,119.0,48,"[{'rtt': 3.35559}, {'rtt': 3.3570510000000002}, {'rtt': 3.525372}]",0,3,3,3.35559,3.525372,3.412671,50949595,19531,2023-03-15 13:37:50,Ping,94.199.174.89,ping,50949595,,1678887471
5080,2.6.2,129,ch-europe-north1.storage.googleapis.com,65.427451,4,142.251.36.112,141.201.13.231,ICMP,115.0,48,"[{'rtt': 22.787317}, {'rtt': 32.076273}, {'rtt': 22.702975}]",0,3,3,22.702975,32.076273,25.8555216667,50949595,19690,2023-03-15 13:37:49,Ping,141.201.13.231,ping,50949595,,1678887471
4790,,223,ch-europe-north1.storage.googleapis.com,,4,216.58.211.16,193.105.155.192,ICMP,59.0,48,"[{'rtt': 17.786883}, {'rtt': 16.831492}, {'rtt': 17.1433}]",0,3,3,16.831492,17.786883,17.2538916667,50949595,2044,2023-03-15 13:37:52,Ping,193.105.155.192,ping,50949595,,1678887471
5080,2.6.2,8,ch-europe-north1.storage.googleapis.com,18.644245,4,142.250.187.208,172.30.203.99,ICMP,118.0,48,"[{'rtt': 1.657897}, {'rtt': 1.5693329999999999}, {'rtt': 1.573544}]",0,3,3,1.5693329999999999,1.657897,1.600258,50949595,20706,2023-03-15 13:37:50,Ping,5.150.76.36,ping,50949595,,1678887470
5080,2.6.2,15,ch-europe-north1.storage.googleapis.com,19.856078,4,142.251.36.112,10.101.120.194,ICMP,121.0,48,"[{'rtt': 4.250039}, {'rtt': 4.164288}, {'rtt': 4.348385}]",0,3,3,4.164288,4.348385,4.2542373333,50949595,20713,2023-03-15 13:37:50,Ping,185.193.86.254,ping,50949595,,1678887471
5080,2.6.2,12,ch-europe-north1.storage.googleapis.com,13.280909,4,142.250.179.176,31.24.173.2,ICMP,120.0,48,"[{'rtt': 7.5611809999999995}, {'rtt': 7.540312}, {'rtt': 7.722177}]",0,3,3,7.540312,7.722177,7.60789,50949595,20715,2023-03-15 13:37:50,Ping,31.24.173.2,ping,50949595,,1678887470
5080,2.6.2,27,ch-europe-north1.storage.googleapis.com,35.552065,4,142.250.185.176,178.250.226.26,ICMP,119.0,48,"[{'rtt': 9.44285}, {'rtt': 9.69145}, {'rtt': 9.102785}]",0,3,3,9.102785,9.69145,9.4123616667,50949595,21290,2023-03-15 13:37:49,Ping,178.250.226.26,ping,50949595,,1678887470
5080,2.6.2,22,ch-europe-north1.storage.googleapis.com,34.665628,4,142.250.185.80,31.47.81.187,ICMP,118.0,48,"[{'rtt': 12.501923}, {'rtt': 12.462102}, {'rtt': 12.440923}]",0,3,3,12.440923,12.501923,12.468316,50949595,21296,2023-03-15 13:37:51,Ping,31.47.81.187,ping,50949595,,1678887472
5080,2.6.2,17,ch-europe-north1.storage.googleapis.com,16.983495,4,142.250.185.208,141.52.5.62,ICMP,57.0,48,"[{'rtt': 3.072121}, {'rtt': 2.9252380000000002}, {'rtt': 3.003127}]",0,3,3,2.9252380000000002,3.072121,3.000162,50949595,21457,2023-03-15 13:37:48,Ping,141.52.5.62,ping,50949595,,1678887470
5080,2.6.2,29,ch-europe-north1.storage.googleapis.com,119.843691,4,216.58.209.176,46.226.142.27,ICMP,55.0,48,"[{'rtt': 48.212463}, {'rtt': 47.359181}, {'rtt': 47.243051}]",0,3,3,47.243051,48.212463,47.6048983333,50949595,21458,2023-03-15 13:37:49,Ping,46.226.142.27,ping,50949595,,1678887471
5080,2.6.2,0,ch-europe-north1.storage.googleapis.com,15.920887,4,142.250.179.208,192.168.1.13,ICMP,116.0,48,"[{'rtt': 13.02136}, {'rtt': 12.094187}, {'rtt': 11.676819}]",0,3,3,11.676819,13.02136,12.264122,50949595,21529,2023-03-15 13:37:49,Ping,185.175.182.3,ping,50949595,,1678887470
5080,2.6.2,120,ch-europe-north1.storage.googleapis.com,44.770872,4,173.194.73.128,192.168.1.106,ICMP,106.0,48,"[{'rtt': 47.998957}, {'rtt': 48.650725}, {'rtt': 47.829265}]",0,3,3,47.829265,48.650725,48.159649,50949595,22038,2023-03-15 13:37:50,Ping,77.222.98.65,ping,50949595,,1678887472
5080,2.6.2,18,ch-europe-north1.storage.googleapis.com,84.963282,4,142.250.74.16,89.207.241.11,ICMP,60.0,48,"[{'rtt': 13.294188}, {'rtt': 13.245106}, {'rtt': 13.258296}]",0,3,3,13.245106,13.294188,13.2658633333,50949595,23076,2023-03-15 13:37:50,Ping,89.207.241.11,ping,50949595,,1678887471
5080,2.6.2,25,ch-europe-north1.storage.googleapis.com,31.188157,4,142.250.181.208,10.0.1.63,ICMP,119.0,48,"[{'rtt': 14.062467}, {'rtt': 14.069243}, {'rtt': 14.096044}]",0,3,3,14.062467,14.096044,14.075918,50949595,23193,2023-03-15 13:37:50,Ping,212.79.49.69,ping,50949595,,1678887470
5080,2.6.2,119,ch-europe-north1.storage.googleapis.com,19.803446,4,142.250.74.112,172.16.27.214,ICMP,121.0,48,"[{'rtt': 4.759474}, {'rtt': 1.6811289999999999}, {'rtt': 5.389444}]",0,3,3,1.6811289999999999,5.389444,3.943349,50949595,23214,2023-03-15 13:37:50,Ping,151.236.204.119,ping,50949595,,1678887470
5080,2.6.2,3,ch-europe-north1.storage.googleapis.com,49.846681,4,142.251.36.16,192.168.100.2,ICMP,113.0,48,"[{'rtt': 105.760966}, {'rtt': 105.47494}, {'rtt': 105.46181}]",0,3,3,105.46181,105.760966,105.5659053333,50949595,23318,2023-03-15 13:37:49,Ping,185.6.6.222,ping,50949595,,1678887471
5080,2.6.2,32,ch-europe-north1.storage.googleapis.com,26.638792,4,142.250.185.112,212.103.129.114,ICMP,120.0,48,"[{'rtt': 12.072745}, {'rtt': 12.23218}, {'rtt': 11.952329}]",0,3,3,11.952329,12.23218,12.0857513333,50949595,24859,2023-03-15 13:37:50,Ping,212.103.129.114,ping,50949595,,1678887471
5080,2.6.2,139,ch-europe-north1.storage.googleapis.com,12.686995,4,66.102.1.128,172.27.210.35,ICMP,109.0,48,"[{'rtt': 17.35773}, {'rtt': 17.094649}, {'rtt': 17.150274}]",0,3,3,17.094649,17.35773,17.2008843333,50949595,24903,2023-03-15 13:37:50,Ping,212.76.196.11,ping,50949595,,1678887471
5080,2.6.2,133,ch-europe-north1.storage.googleapis.com,5013.882152,4,142.251.36.176,85.236.41.238,ICMP,121.0,48,"[{'rtt': 1.4558740000000001}, {'rtt': 1.423992}, {'rtt': 1.414877}]",0,3,3,1.414877,1.4558740000000001,1.431581,50949595,24906,2023-03-15 13:37:55,Ping,85.236.41.238,ping,50949595,,1678887475
4790,,140,ch-europe-north1.storage.googleapis.com,,4,216.58.209.176,192.168.254.85,ICMP,58.0,48,"[{'rtt': 29.638662}, {'rtt': 28.996614}, {'rtt': 28.873734}]",0,3,3,28.873734,29.638662,29.16967,50949595,2590,2023-03-15 13:37:51,Ping,94.232.56.2,ping,50949595,,1678887472
5080,2.6.2,3,ch-europe-north1.storage.googleapis.com,29.137184,4,142.250.184.112,172.16.1.97,ICMP,118.0,48,"[{'rtt': 5.689412}, {'rtt': 5.904581}, {'rtt': 5.890351}]",0,3,3,5.689412,5.904581,5.8281146667,50949595,26210,2023-03-15 13:37:48,Ping,83.149.128.205,ping,50949595,,1678887470
4790,,503,ch-europe-north1.storage.googleapis.com,,4,216.58.208.112,193.34.31.181,ICMP,119.0,48,"[{'rtt': 11.566083}, {'rtt': 11.438595}, {'rtt': 11.435522}]",0,3,3,11.435522,11.566083,11.4800666667,50949595,2626,2023-03-15 13:37:52,Ping,193.34.31.181,ping,50949595,,1678887471
5080,2.6.2,124,ch-europe-north1.storage.googleapis.com,9.883636,4,142.251.36.16,192.168.2.41,ICMP,118.0,48,"[{'rtt': 5.401602}, {'rtt': 6.008841}, {'rtt': 6.923445}]",0,3,3,5.401602,6.923445,6.111296,50949595,28239,2023-03-15 13:37:50,Ping,77.174.216.254,ping,50949595,,1678887470
5080,2.6.2,110,ch-europe-north1.storage.googleapis.com,130.225054,4,64.233.162.128,192.168.18.51,ICMP,109.0,48,"[{'rtt': 49.427608}, {'rtt': 49.519081}, {'rtt': 49.441016}]",0,3,3,49.427608,49.519081,49.4625683333,50949595,28355,2023-03-15 13:37:49,Ping,80.242.71.148,ping,50949595,,1678887471
5080,2.6.2,105,ch-europe-north1.storage.googleapis.com,17.87009,4,216.58.211.16,78.154.148.10,ICMP,59.0,48,"[{'rtt': 14.231413}, {'rtt': 14.209329}, {'rtt': 14.476799}]",0,3,3,14.209329,14.476799,14.305847,50949595,28632,2023-03-15 13:37:50,Ping,78.154.148.10,ping,50949595,,1678887471
5080,2.6.2,33,ch-europe-north1.storage.googleapis.com,42.071419,4,142.251.36.16,192.168.237.219,ICMP,119.0,48,"[{'rtt': 2.627161}, {'rtt': 2.969451}, {'rtt': 2.415505}]",0,3,3,2.415505,2.969451,2.6707056667,50949595,28667,2023-03-15 13:37:49,Ping,185.158.196.60,ping,50949595,,1678887470
